osmid,x,y
173063062,-79.9747504,36.4282963
173063161,-79.7081415,36.3933588
173063186,-79.713111,36.398179
173063193,-79.715291,36.396438
173063207,-79.7067503,36.3930435
173063273,-79.782173,36.5121662
173063284,-79.8320601,36.5053906
173063292,-79.8329654,36.5060417
173063417,-79.5872509,36.5338237
173063419,-79.584652,36.530057
173063429,-79.9890793,36.3175382
173063466,-79.644208,36.327804
173063477,-79.643846,36.3278945
173063493,-79.6422592,36.3307873
173063507,-79.9262368,36.4632852
173063543,-79.9276163,36.4679513
173063633,-79.911952,36.458615
173063643,-79.911873,36.45813
173063792,-79.6536238,36.2597845
173063802,-79.6523323,36.2617792
173063808,-79.6519369,36.2630036
173063817,-79.6519522,36.2637978
173063974,-79.9419957,36.3751087
173064019,-79.9405054,36.3754101
173064024,-79.940305,36.374713
173064158,-79.973006,36.468952
173064216,-79.8272042,36.273187
173064224,-79.8593107,36.4095781
173064228,-79.8611495,36.4106773
173064330,-79.9379794,36.4196572
173064336,-79.939255,36.416542
173064569,-79.927591,36.468205
173064752,-79.9299939,36.3514276
173064785,-79.9296681,36.3565656
173064931,-79.758719,36.491203
173064933,-79.758636,36.490806
173064998,-79.9843703,36.3498862
173065069,-79.958286,36.392424
173065179,-79.88008,36.31657
173065194,-79.8831625,36.3155654
173065207,-79.97012,36.397386
173065235,-79.920295,36.502427
173065246,-79.9206498,36.5026428
173065255,-79.9207918,36.5051933
173065604,-79.5708859,36.4348615
173065645,-79.571173,36.440796
173065649,-79.8118885,36.487674
173065675,-80.0059894,36.3091988
173065770,-79.834095,36.27732
173065777,-79.8350183,36.276328
173065780,-79.8362571,36.2758356
173065787,-79.8345661,36.274132
173065845,-79.908709,36.469755
173065850,-79.908958,36.469666
173066112,-79.9065631,36.3714771
173066149,-79.6935363,36.3340243
173066238,-79.9228248,36.5019052
173066248,-79.922467,36.5017056
173066425,-79.8038084,36.5349276
173066440,-79.8036428,36.5355537
173066553,-79.977095,36.360447
173066760,-80.0033266,36.5373979
