osmid,x,y
173118253,-79.824611,36.4801537
173118255,-79.824688,36.481209
173118273,-79.9297203,36.2584478
173118289,-79.732666,36.517138
173118305,-79.7337606,36.5168229
173118309,-79.674476,36.358556
173118333,-79.9489583,36.3789689
173118337,-79.949548,36.379367
173118372,-79.952607,36.382933
173118408,-79.954862,36.381887
173118422,-79.952128,36.365714
173118437,-79.952371,36.366866
173118450,-79.952698,36.367509
173118465,-79.7265213,36.4629286
173118498,-79.7233569,36.4646578
173118523,-79.720194,36.466543
173118539,-79.718625,36.467548
173118572,-79.7144299,36.4718433
173118845,-79.691553,36.480719
173118870,-79.7306086,36.4557154
173118882,-79.7301401,36.4575169
173118927,-79.7277801,36.4613373
173118965,-79.9866697,36.4147441
173119042,-79.984213,36.423164
173119087,-79.690739,36.537797
173119093,-79.690804,36.541777
173119103,-79.690389,36.522165
173119116,-79.691389,36.528139
173119346,-79.863608,36.316761
173119360,-79.975021,36.384371
173119366,-79.973813,36.384378
173119372,-79.974077,36.343243
173119385,-79.975121,36.344599
173119412,-79.974567,36.34591
173119419,-79.688087,36.309844
173119442,-79.690415,36.310666
173119452,-79.691159,36.311036
173119462,-79.692151,36.311162
173119468,-79.693717,36.311261
173119481,-79.697117,36.311524
173119494,-79.698407,36.311652
173119508,-79.975881,36.437673
173119581,-79.979822,36.443919
173119663,-79.9220676,36.3185922
173119665,-79.921232,36.318524
173119677,-80.0247741,36.4868372
173119756,-80.024545,36.498373
173119768,-79.865879,36.295731
173119909,-79.878341,36.295009
173119923,-79.851754,36.263787
173119946,-79.8500026,36.2612452
173119993,-80.026614,36.4239844
173120005,-80.006387,36.399277
173120038,-79.874985,36.387738
173120049,-79.874734,36.390018
173120056,-79.684175,36.27941
173120075,-79.779908,36.346629
173120181,-79.7924641,36.3445366
173120243,-79.8026336,36.3435941
173120246,-79.8027181,36.3435274
173120441,-80.007048,36.290374
173120492,-80.012951,36.293542
173120507,-79.639865,36.453518
173120588,-79.627671,36.455276
173120600,-79.6521711,36.3843113
173120618,-79.654956,36.382408
173120637,-79.657217,36.381599
173120651,-79.6614008,36.3805267
173120659,-79.6676443,36.3787839
173120684,-79.6727221,36.3755668
173120769,-79.6848182,36.3620371
173120891,-79.691132,36.3314654
173121000,-79.671923,36.314873
173121026,-79.6527377,36.3837816
173121032,-79.946402,36.368269
173121055,-79.9491063,36.3706253
173121102,-79.675376,36.365676
173121114,-79.978711,36.381533
173121123,-79.977214,36.381865
173121133,-79.938323,36.463878
173121242,-79.9318747,36.4701275
173121284,-79.9903359,36.4092555
173121414,-80.003288,36.410166
173121492,-79.8564038,36.481907
173121557,-79.8556998,36.4905098
173121573,-79.669803,36.372121
173121580,-79.678193,36.354419
173121593,-79.641798,36.411164
173121630,-79.641532,36.417341
173121643,-79.94044,36.29306
173121671,-79.94091,36.293561
173121684,-79.656489,36.3617
173121692,-80.015703,36.44321
173121736,-79.74992,36.520692
173121748,-79.749208,36.520734
173121791,-79.713766,36.377939
173121804,-79.772042,36.48351
173121814,-79.770949,36.484363
173121840,-79.725797,36.279802
173121858,-79.728491,36.283708
173121911,-79.732851,36.289975
173121921,-79.758925,36.397798
173121934,-79.758497,36.398486
173121945,-79.762598,36.536737
173121956,-80.0143798,36.459333
173122197,-80.028097,36.486772
173122205,-79.614763,36.421016
173122268,-79.826291,36.467831
173122269,-79.826661,36.467787
173122271,-79.827706,36.467629
173122308,-79.8306828,36.4683961
173122314,-79.73323,36.497886
173122322,-79.731593,36.498884
173122330,-79.859939,36.510762
173122338,-79.8595761,36.5135905
173122352,-79.9061409,36.4712275
173122406,-79.73701,36.302022
173122449,-79.739073,36.303559
173122562,-79.737912,36.311001
173122581,-79.6904021,36.334647
173122631,-79.688963,36.332422
173122640,-79.68966,36.333538
173122646,-79.690364,36.334661
173122676,-79.8024992,36.4843527
173122722,-79.803886,36.4861978
173122731,-79.66333,36.249843
173122803,-79.6533506,36.2606453
173122897,-79.674542,36.336917
173122907,-79.762881,36.45896
173122993,-79.758648,36.457802
173123006,-79.5518715,36.2911087
173123120,-79.530489,36.3028
173123150,-79.892153,36.409601
173123180,-79.8930665,36.4125948
173123219,-79.9200327,36.4042289
173123223,-79.920282,36.4060675
173123227,-79.761872,36.494182
173123241,-79.763318,36.494686
173123251,-79.630718,36.448257
173123275,-79.63139,36.45037
173123277,-79.768066,36.517368
173123281,-79.766951,36.51761
173123296,-79.765775,36.518129
173123300,-79.972483,36.386092
173123303,-79.970733,36.386156
173123320,-79.965414,36.38635
173123321,-79.964563,36.386369
173123325,-79.96163,36.386427
173123332,-79.972487,36.385995
173123361,-79.975559,36.386341
173123372,-79.9070804,36.4663998
173123374,-79.9061821,36.4664426
173123376,-79.90561,36.466466
173123381,-79.9037226,36.4665411
173123388,-79.9034558,36.46654
173123400,-79.9009728,36.465838
173123406,-79.9002199,36.4655549
173123416,-79.898508,36.4650833
173123424,-79.896786,36.465193
173123432,-79.965451,36.412163
173123436,-79.966656,36.41248
173123470,-79.941457,36.471521
173123509,-79.928369,36.468398
173123529,-79.694776,36.380005
173123632,-79.682707,36.382207
173123644,-79.947254,36.32744
173123670,-79.952445,36.327488
173123676,-79.780404,36.492665
173123705,-79.746913,36.505703
173123707,-79.745757,36.505951
173123713,-79.689625,36.280536
173123821,-79.777575,36.49491
173123834,-79.77732,36.496463
173123842,-79.777309,36.497629
173123846,-79.777548,36.497604
173123850,-79.777556,36.499154
173123855,-79.652274,36.352059
173123864,-79.9828494,36.4123915
173123875,-79.9852268,36.4123268
173123909,-79.73272,36.518162
173123915,-79.733063,36.525048
173123923,-79.733055,36.525667
173123936,-79.773873,36.494239
173123951,-79.774402,36.493858
173123963,-79.774665,36.493097
173123966,-79.774672,36.492225
173123968,-79.774674,36.490774
173123971,-79.77469,36.488455
173123973,-79.774704,36.487328
173123984,-79.774381,36.494234
173123995,-79.68033,36.360518
173124032,-79.959057,36.406402
173124039,-79.958277,36.406198
173124067,-79.8241863,36.4897783
173124151,-79.8187168,36.4932828
173124162,-79.8188056,36.4987505
173124197,-79.816599,36.502795
173124209,-79.652309,36.351284
173124234,-79.6515784,36.3509839
173124238,-79.746494,36.511952
173124244,-79.747471,36.511714
173124249,-79.590356,36.259945
173124309,-79.5810056,36.2624156
173124319,-79.970533,36.375378
173124355,-79.968291,36.372696
173124362,-79.967607,36.372208
173124371,-79.534382,36.415048
173124400,-79.5385402,36.4158818
173124408,-79.6895076,36.4517406
173124423,-79.6869719,36.4509427
173124468,-79.657693,36.350293
173124476,-79.657934,36.351874
173124493,-79.658572,36.355919
173124499,-79.658681,36.356715
173124504,-79.658725,36.357039
173124751,-79.958936,36.530108
173124770,-79.685868,36.339009
173124781,-79.6854213,36.3396066
173124943,-79.798905,36.3170561
173124971,-79.805405,36.4777931
173124977,-79.806297,36.477691
173125004,-79.8082481,36.4763024
173125013,-79.715126,36.352079
173125017,-79.715157,36.353784
173125028,-79.6160697,36.3153721
173125050,-79.6176922,36.3209379
173125054,-79.92359,36.260717
173125074,-79.925845,36.261396
173125080,-79.967899,36.350219
173125092,-79.972286,36.351921
173125175,-79.976828,36.360326
173125201,-79.974909,36.36172
173125241,-79.97017,36.366279
173125281,-79.966433,36.373108
173125332,-79.956281,36.376509
173125452,-79.7698883,36.5013831
173125458,-79.770795,36.503396
173125466,-79.771984,36.504776
173125502,-79.764953,36.497114
173125512,-79.76692,36.499076
173125517,-79.768306,36.500509
173125538,-79.7670051,36.3588663
173125559,-79.766622,36.361382
173125574,-79.7657507,36.3795524
173125611,-79.771141,36.382833
173125645,-79.773017,36.388104
173125682,-79.997185,36.377933
173125736,-79.540181,36.451307
173125751,-79.540456,36.452699
173125759,-79.609289,36.374694
173125817,-79.963584,36.393058
173125856,-79.964699,36.392989
173125878,-79.965278,36.392942
173125953,-79.968289,36.393508
173125979,-79.968887,36.393566
173126033,-79.652787,36.358917
173126133,-79.651972,36.361591
173126144,-79.664839,36.34558
173126160,-79.66414,36.344943
173126177,-79.663507,36.343556
173126189,-79.663749,36.342907
173126197,-79.767931,36.504079
173126207,-79.767581,36.505999
173126212,-79.850585,36.264569
173126220,-79.8499428,36.260812
173126241,-79.942514,36.2925325
173126249,-80.008464,36.329841
173126315,-80.010892,36.327527
173126345,-79.946987,36.326826
173126361,-79.947206,36.331557
173126373,-79.9461849,36.3333278
173126395,-79.532559,36.255482
173126495,-79.539363,36.266108
173126505,-79.54348,36.266555
173126599,-79.550879,36.279637
173126609,-79.554082,36.284167
173126614,-79.554508,36.284784
173126694,-79.848093,36.454196
173126712,-79.848979,36.45713
173126733,-79.887644,36.4819945
173126737,-79.923303,36.381052
173126762,-79.922387,36.378055
173126766,-79.683727,36.50382
173126771,-79.662633,36.342924
173126791,-79.6864416,36.2839932
173126795,-79.762555,36.491325
173126818,-79.760554,36.498102
173126820,-79.760431,36.498302
173126821,-79.760244,36.498607
173126823,-79.759345,36.500077
173126854,-79.7586765,36.5019259
173126881,-79.75862,36.503757
173126917,-79.943273,36.261448
173126963,-79.942246,36.273518
173126972,-79.768267,36.509151
173126982,-79.770868,36.509531
173126988,-79.978666,36.270415
173127044,-79.9860944,36.2715215
173127059,-79.709228,36.289234
173127184,-79.952265,36.263287
173127231,-79.9519315,36.2640004
173127245,-79.7353331,36.4841586
173127372,-79.755087,36.539502
173127381,-79.755544,36.538619
173127401,-79.756003,36.534566
173127420,-79.754594,36.53185
173127489,-79.6578789,36.3697524
173127548,-79.6572989,36.3722056
173127559,-79.714577,36.318599
173127563,-79.713031,36.31845
173127570,-79.9675451,36.4102142
173127574,-79.9687414,36.4105246
173127579,-79.9699785,36.4108227
173127581,-79.9712127,36.4111165
173127589,-79.973614,36.411732
173127594,-79.974909,36.412067
173127610,-79.7329951,36.5105876
173127617,-79.7331359,36.5114237
173127619,-79.7331632,36.5115989
173127626,-79.712122,36.504984
173127651,-79.713805,36.507474
173127664,-79.676085,36.504494
173127669,-79.6536306,36.3720096
173127678,-79.734235,36.527946
173127683,-79.733659,36.529112
173127714,-79.729899,36.533927
173127737,-79.731062,36.538348
173127774,-79.967089,36.394134
173127834,-79.8151264,36.492205
173127842,-79.623586,36.257344
173127848,-79.623202,36.255747
173127854,-79.760857,36.498728
173127877,-79.67611,36.33758
173127883,-79.754285,36.48571
173127920,-79.756604,36.490259
173127922,-79.75691,36.491492
173127924,-79.757203,36.492682
173127932,-79.757595,36.494285
173127962,-79.768978,36.487808
173127970,-79.768141,36.486946
173127997,-79.766756,36.485934
173128002,-79.542816,36.448606
173128026,-79.541284,36.448115
173128053,-79.8989955,36.4695218
173128098,-79.957947,36.323677
173128204,-79.9464039,36.3257332
173128244,-79.590066,36.285551
173128367,-79.585129,36.297212
173128375,-79.8992088,36.3618886
173128428,-79.8925831,36.3694259
173128528,-79.896672,36.380546
173128643,-79.8655793,36.4688331
173128663,-79.8665118,36.4679677
173128683,-79.999658,36.315088
173128704,-79.9953405,36.3139535
173128721,-79.9916492,36.3142651
173128731,-79.789839,36.521449
173128767,-79.789162,36.523758
173128785,-79.788102,36.525631
173128827,-79.789446,36.527165
173128847,-79.8051953,36.5382572
173128852,-79.8048248,36.538677
173128861,-79.95965,36.39099
173128900,-79.962979,36.391982
173128909,-79.963655,36.392481
173128920,-79.964734,36.392802
173128937,-79.901095,36.462785
173128971,-79.757905,36.539055
173128977,-79.9120126,36.3242442
173129001,-79.9101052,36.3232339
173129021,-79.883474,36.468487
173129076,-79.680937,36.360443
173129088,-79.679851,36.36048
173129102,-79.677147,36.360453
173129127,-79.887829,36.468416
173129230,-79.880404,36.468894
173129266,-79.873942,36.4691936
173129321,-79.8679675,36.4710385
173129356,-79.672015,36.323527
173129376,-79.669341,36.325048
173129393,-79.667742,36.327264
173129397,-79.666438,36.3291073
173129416,-79.6649075,36.3299518
173129418,-79.8751145,36.2580265
173129434,-79.875621,36.261491
173129463,-79.878374,36.264943
173129475,-79.8333921,36.2724756
173129481,-79.8361737,36.2719878
173129530,-79.628769,36.3200055
173129554,-79.768982,36.518976
173129562,-79.769061,36.518968
173129575,-79.769255,36.519911
173129577,-79.769337,36.520345
173129584,-79.9286387,36.3193742
173129592,-79.929222,36.320307
173129599,-80.026913,36.486793
173129634,-80.026119,36.486809
173129640,-79.746571,36.488746
173129646,-79.746815,36.489601
173129718,-79.6433,36.355637
173129748,-79.700607,36.50545
173129763,-79.701331,36.507142
173129788,-79.701386,36.511394
173129797,-79.701404,36.512577
173129810,-79.705942,36.403975
173129871,-79.702156,36.405236
173129877,-79.5710601,36.5345067
173129937,-79.5501486,36.3915953
173130003,-79.9497366,36.2847952
173130019,-79.665944,36.371441
173130028,-79.668625,36.372493
173130040,-79.9233876,36.2548437
173130135,-79.9396188,36.287566
173130141,-79.9398664,36.2923224
173130151,-79.940671,36.300247
173130166,-79.9416207,36.3089935
173130195,-79.9447695,36.3210568
173130204,-79.945891,36.324642
173130207,-79.9462267,36.3257688
173130226,-79.946576,36.329916
173130242,-79.945277,36.334051
173130256,-79.943591,36.338641
173130265,-79.9433994,36.3400646
173130302,-79.946258,36.352961
173130349,-79.9445325,36.3643376
173130592,-79.9306005,36.4444112
173130637,-79.926101,36.460166
173130687,-79.923973,36.479705
173130815,-79.919128,36.510036
173130875,-79.91382,36.5333089
173131041,-79.9298655,36.4321876
173131246,-79.943943,36.370224
173131256,-79.9441478,36.3693022
173131344,-79.945431,36.348733
173131347,-79.9451233,36.3475589
173131410,-79.946575,36.330932
173131421,-79.9468276,36.3282507
173131459,-79.943706,36.3170251
173131479,-79.941025,36.301836
173131596,-79.79245,36.481105
173131630,-79.7880669,36.4828755
173131670,-79.654733,36.347014
173131683,-79.651228,36.347541
173131692,-79.685686,36.330004
173131729,-79.963154,36.385303
173131757,-79.963334,36.38151
173131767,-79.8359169,36.5099353
173131802,-79.838637,36.510922
173131809,-79.946048,36.291525
173131818,-79.9462919,36.292557
173131875,-79.571968,36.373196
173131998,-79.5775961,36.3817163
173132016,-79.662164,36.339536
173132030,-79.662283,36.337297
173132048,-79.881147,36.408786
173132056,-79.8765196,36.4084227
173132068,-79.876899,36.407509
173132082,-79.876885,36.406318
173132107,-79.793769,36.482902
173132111,-79.791966,36.483731
173132112,-79.9044222,36.5008987
173132159,-79.904807,36.510245
173132248,-79.642391,36.282443
173132255,-79.941196,36.298013
173132470,-79.7969936,36.5081416
173132529,-79.8015171,36.5166229
173132593,-79.804958,36.522741
173132601,-79.8048706,36.5233499
173132627,-79.8037118,36.5276968
173132712,-79.813244,36.465663
173132724,-79.812896,36.466019
173132732,-79.693659,36.415569
173132757,-79.692946,36.416315
173132913,-79.606291,36.36906
173132941,-79.6005989,36.371151
173132997,-79.5919957,36.3781627
173133105,-79.5771,36.3819442
173133109,-79.573891,36.3834813
173133132,-79.5685234,36.3883361
173133162,-79.5615177,36.3920862
173133173,-79.555609,36.3933177
173133283,-79.891985,36.254145
173133290,-79.883652,36.256001
173133296,-79.877439,36.257378
173133303,-79.87257,36.25918
173133306,-79.870671,36.26006
173133310,-79.867087,36.261709
173133334,-79.851706,36.266378
173133339,-79.848362,36.2673151
173133351,-79.843795,36.26862
173133354,-79.838101,36.270237
173133369,-79.833096,36.271657
173133372,-79.830947,36.272263
173133388,-79.821858,36.274474
173133403,-79.813903,36.276466
173133419,-79.809682,36.277576
173133434,-79.8048498,36.2773038
173133447,-79.799641,36.276079
173133476,-79.789137,36.2737108
173133479,-79.7886962,36.2737647
173133497,-79.782127,36.274583
173133499,-79.780698,36.274621
173133523,-79.76498,36.277956
173133556,-79.758084,36.281095
173133593,-79.754643,36.284012
173133599,-79.754038,36.284406
173133618,-79.750576,36.286992
173133678,-79.732036,36.290161
173133737,-79.721867,36.304617
173133789,-79.717708,36.310839
173133817,-79.715102,36.315009
173133820,-79.71405,36.322167
173133860,-79.707914,36.330255
173133863,-79.7041811,36.3325031
173133946,-79.7145203,36.5126205
173133952,-79.7143697,36.5108912
173133972,-79.991163,36.380199
173133984,-79.991324,36.382496
173133992,-79.7892055,36.4719521
173134013,-79.789652,36.4732246
173134027,-80.01791,36.395409
173134043,-80.017302,36.399782
173134056,-80.0162479,36.4023397
173134062,-80.014458,36.407973
173134074,-80.0127827,36.413166
173134125,-79.8054657,36.4613582
173134143,-79.806358,36.463193
173134157,-79.567789,36.393401
173134325,-79.5527442,36.4190742
173134341,-79.5586512,36.5349125
173134482,-79.543083,36.540931
173134491,-79.598581,36.531329
173134781,-79.5697157,36.5327465
173134916,-79.6908803,36.4319364
173135022,-79.692453,36.445193
173135039,-79.679691,36.346058
173135056,-79.680748,36.347104
173135069,-79.681463,36.348082
173135078,-79.856409,36.437036
173135104,-79.8569589,36.4343662
173135111,-79.79921,36.476997
173135136,-79.80042,36.478754
173135157,-79.661767,36.475155
173135198,-79.6621391,36.4795861
173135215,-79.9036401,36.4578608
173135225,-79.9046958,36.4579363
173135234,-79.808303,36.374593
173135317,-79.801139,36.381601
173135335,-79.600916,36.283939
173135380,-79.603761,36.280483
173135389,-79.73384,36.495133
173135400,-79.73221,36.495108
173135438,-80.012322,36.402094
173135443,-79.827185,36.466486
173135452,-79.826252,36.466427
173135456,-79.829552,36.5050321
173135500,-79.8223083,36.5087652
173135506,-79.8486214,36.5126209
173135577,-79.8439533,36.5155199
173135640,-79.838088,36.517925
173135665,-79.690133,36.400618
173135696,-79.9446933,36.4540374
173135744,-79.658836,36.362171
173135762,-79.6601366,36.3626051
173135766,-79.6615848,36.3625753
173135772,-79.600635,36.39456
173135848,-79.600643,36.400446
173135909,-79.57876,36.384743
173135918,-79.794951,36.3996199
173135940,-79.79293,36.400007
173135947,-79.8292713,36.4618889
173135981,-79.829615,36.463768
173136003,-79.6474691,36.2990944
173136065,-79.6529682,36.303183
173136100,-79.656732,36.256662
173136112,-79.65295,36.260071
173136292,-79.6426157,36.3057377
173136330,-79.6462469,36.3162823
173136603,-79.595848,36.406065
173136837,-79.519074,36.472195
173137170,-79.6464675,36.3169768
173137692,-79.519131,36.47245
173137738,-79.76279,36.469544
173137747,-79.762123,36.468378
173137756,-79.7426428,36.4900497
173137770,-79.976387,36.41495
173137771,-79.9759478,36.416072
173137774,-79.9750333,36.4184083
173137777,-79.9746686,36.4193398
173137793,-79.9734094,36.4225586
173137797,-79.973223,36.4230571
173137804,-79.736516,36.499766
173137810,-79.742205,36.498639
173137877,-79.617489,36.407818
173137882,-79.7554658,36.453481
173137963,-79.759035,36.455407
173137976,-79.761583,36.518631
173138016,-79.760624,36.521261
173138025,-79.760591,36.522064
173138060,-79.694327,36.509215
173138065,-79.694152,36.508324
173138075,-79.695424,36.512001
173138078,-79.69595,36.513174
173138081,-79.696383,36.5141
173138261,-79.620926,36.446408
173138282,-79.969751,36.407932
173138286,-79.969128,36.409532
173138299,-79.967882,36.412786
173138324,-79.547392,36.340666
173138340,-79.54828,36.340368
173138362,-79.545054,36.339589
173138445,-79.706755,36.380363
173138537,-80.011335,36.480094
173138560,-79.743297,36.520579
173138570,-79.742427,36.520704
173138575,-79.742263,36.520743
173138606,-79.746295,36.518282
173138623,-79.914646,36.461667
173138625,-79.914398,36.462155
173138633,-79.915495,36.463455
173138641,-79.5940157,36.4193708
173138647,-79.593842,36.419122
173138675,-79.593521,36.416772
173138681,-79.67467,36.324735
173138721,-79.674057,36.327152
173138737,-79.9100826,36.3501024
173138770,-79.9145386,36.3496235
173138783,-79.99625,36.5362995
173138860,-79.9140451,36.3562207
173138909,-79.9118506,36.3526018
173138934,-79.9085154,36.3481084
173139000,-79.903833,36.3463556
173139101,-79.8936855,36.3505917
173139123,-79.734202,36.471679
173139125,-79.7347728,36.4723332
173139188,-79.7392294,36.4867116
173139221,-79.7426,36.499867
173139223,-79.7430096,36.501136
173139250,-79.6757563,36.3730371
173139259,-79.783573,36.500297
173139270,-79.785689,36.49972
173139278,-79.9629333,36.4256932
173139302,-79.684608,36.511761
173139309,-79.682467,36.511805
173139313,-79.981025,36.416926
173139374,-79.889956,36.426908
173139425,-79.660204,36.359122
173139439,-79.660417,36.359613
173139449,-79.723237,36.413875
173139489,-79.726787,36.414155
173139497,-79.6641337,36.3461152
173139509,-79.663973,36.346832
173139527,-79.663745,36.350017
173139541,-79.663587,36.351905
173139546,-79.8222784,36.3504402
173139609,-79.8281645,36.357189
173139635,-79.8293856,36.3608781
173139646,-79.9568057,36.3703376
173139927,-79.820788,36.254965
173139940,-79.657331,36.516455
173140058,-79.656715,36.530836
173140072,-79.606309,36.374617
173140107,-79.7721,36.500882
173140108,-79.7707133,36.5012064
173140114,-79.672238,36.37285
173140133,-79.986308,36.389897
173140138,-79.986304,36.39114
173140142,-79.986335,36.392638
173140155,-79.763041,36.503598
173140183,-79.76697,36.503413
173140185,-79.767032,36.503411
173140194,-79.767779,36.503268
173140198,-79.768259,36.502843
173140228,-79.733904,36.492257
173140234,-79.733869,36.493337
173140244,-79.733835,36.495853
173140254,-79.705274,36.505935
173140257,-79.705732,36.506949
173140270,-79.70676,36.508187
173140275,-79.707409,36.509566
173140277,-79.70789,36.510606
173140285,-79.76152,36.46664
173140370,-79.774323,36.497641
173140372,-79.774297,36.499132
173140382,-79.7742617,36.5009971
173140386,-79.6527664,36.3388255
173140420,-79.657871,36.338956
173140424,-79.658727,36.338898
173140493,-79.663235,36.340408
173140505,-79.652703,36.338557
173140548,-79.648252,36.338788
173140564,-79.8022419,36.5324148
173140569,-79.964895,36.4075128
173140590,-79.963496,36.408703
173140682,-79.955802,36.417898
173140812,-79.576894,36.38623
173140827,-79.759549,36.478747
173140834,-79.758584,36.47917
173140866,-79.930799,36.322491
173140999,-79.9272607,36.3405442
173141011,-79.9275585,36.3432565
173141020,-79.9289078,36.3461174
173141039,-79.9307148,36.3497923
173141057,-79.674717,36.373136
173141063,-79.994956,36.265465
173141155,-79.9874859,36.2640962
173141167,-79.662408,36.35522
173141178,-79.664566,36.354989
173141190,-79.666188,36.35499
173141195,-79.668538,36.354991
173141201,-79.669642,36.354947
173141228,-79.677931,36.355142
173141232,-79.67869,36.355286
173141234,-79.67978,36.355545
173141239,-79.685847,36.357022
173141247,-79.699597,36.3613967
173141250,-79.704465,36.36305
173141253,-79.710893,36.365237
173141268,-79.685347,36.41756
173141280,-79.685822,36.418259
173141282,-79.686521,36.418987
173141284,-79.6871444,36.4196323
173141289,-79.745324,36.500679
173141303,-79.747941,36.501046
173141308,-79.749811,36.501695
173141324,-79.753553,36.5031334
173141336,-79.7544021,36.5034325
173141356,-79.7538044,36.5034449
173141427,-79.822753,36.476011
173141468,-79.821806,36.478141
173141492,-79.97647,36.453103
173141495,-79.8338351,36.3789871
173141657,-79.8209497,36.3908352
173141672,-79.77444,36.401852
173141721,-79.774947,36.407334
173141729,-79.673118,36.369894
173141739,-79.671326,36.369589
173141750,-79.933558,36.542496
173141816,-79.9433729,36.5392122
173141859,-79.949426,36.536942
173141864,-79.9502584,36.5361444
173141887,-79.9543286,36.53274
173141941,-79.967212,36.529716
173141969,-79.9727261,36.5325304
173142009,-79.979094,36.529877
173142181,-80.0272852,36.5367403
173142237,-79.781734,36.502161
173142246,-79.7814964,36.5032922
173142315,-79.950237,36.397757
173142334,-79.9535887,36.3979334
173142336,-79.8826803,36.4534022
173142339,-79.8850145,36.4541309
173142341,-79.8853691,36.4542671
173142343,-79.8864833,36.4546791
173142347,-79.993488,36.382787
173142357,-79.993424,36.384278
173142360,-80.0299662,36.3550418
173142392,-80.031525,36.355554
173142475,-79.9797575,36.5033962
173142699,-79.6709973,36.3591583
173142703,-79.670995,36.360859
173142712,-79.671025,36.357404
173142718,-80.0287192,36.4261644
173142880,-80.028224,36.434757
173142896,-79.73458,36.519797
173142909,-79.7361057,36.5193926
173142918,-79.909914,36.467724
173142920,-79.909985,36.468541
173143002,-79.771571,36.492041
173143016,-79.772934,36.49221
173143024,-79.77582,36.492233
173143026,-79.777086,36.492247
173143032,-79.762366,36.498662
173143045,-79.762764,36.500259
173143054,-79.674158,36.398551
173143061,-79.676082,36.397758
173143070,-79.9065087,36.405677
173143089,-79.906191,36.403261
173143100,-79.909072,36.463752
173143104,-79.910397,36.463902
173143117,-79.58064,36.427532
173143125,-79.5814978,36.4281601
173143130,-79.9184414,36.3499057
173143178,-79.9201471,36.3547356
173143184,-79.639804,36.253568
173143246,-79.637719,36.252046
173143256,-79.776831,36.504352
173143260,-79.776816,36.505714
173143262,-79.776811,36.5061
173143271,-79.6549544,36.3890968
173143310,-79.669324,36.390272
173143339,-79.929976,36.44752
173143378,-79.739092,36.500564
173143384,-79.73947,36.501837
173143390,-79.8748192,36.3989209
173143455,-79.8792939,36.4032302
173143465,-79.940948,36.292325
173143467,-79.941146,36.291882
173143480,-79.756022,36.492867
173143489,-79.702741,36.397902
173143493,-79.7020077,36.3990348
173143553,-79.9715148,36.3984671
173143559,-79.8007272,36.5170365
173143611,-79.924056,36.315321
173143626,-79.860342,36.259888
173143646,-79.859989,36.259077
173143664,-79.857273,36.258519
173143702,-79.854898,36.2555121
173143727,-79.796136,36.481405
173143736,-79.793633,36.482684
173143752,-79.960072,36.405883
173143872,-79.586625,36.394075
173143919,-79.759122,36.509383
173143927,-79.760192,36.509414
173143970,-79.6736008,36.3182674
173143991,-79.655668,36.386373
173144041,-79.657518,36.384192
173144084,-79.7693925,36.5059365
173144106,-79.710749,36.513175
173144113,-79.724571,36.358996
173144115,-79.724149,36.358986
173144142,-79.718421,36.358791
173144154,-79.716219,36.358897
173144158,-79.632498,36.495593
173144206,-79.637782,36.501693
173144295,-79.643032,36.511849
173144349,-79.6469891,36.5119337
173144370,-79.773021,36.494272
173144388,-79.665727,36.369381
173144394,-79.664092,36.369501
173144422,-79.661967,36.37072
173144426,-79.660532,36.371565
173144459,-79.658099,36.37511
173144462,-79.657877,36.375509
173144470,-79.6571493,36.3768987
173144483,-79.654423,36.3814633
173144505,-79.748388,36.502629
173144519,-79.749237,36.505357
173144532,-79.7712501,36.4822979
173144592,-79.642431,36.284672
173144603,-79.899735,36.281495
173144639,-79.9004293,36.2742503
173144647,-79.828513,36.473575
173144731,-79.827526,36.465302
173144753,-79.5517593,36.4479702
173144760,-79.553612,36.451095
173144766,-79.770968,36.512236
173144775,-79.770979,36.514066
173144778,-79.678755,36.352677
173144836,-79.669912,36.514031
173144861,-79.668889,36.516746
173144881,-79.702419,36.347421
173144889,-79.702356,36.348243
173144900,-79.7022784,36.3489336
173144930,-79.9018245,36.3038076
173144945,-79.9017841,36.3049187
173145313,-79.710569,36.388285
173145328,-79.801544,36.48773
173145336,-79.8049674,36.4877564
173145343,-80.02981,36.356139
173145358,-80.028492,36.355188
173145368,-79.8235444,36.5277208
173145385,-79.8212266,36.4967352
173145402,-79.73454,36.375073
173145448,-79.7394693,36.373372
173145495,-79.663953,36.367896
173145505,-79.6641845,36.3707285
173145508,-79.663951,36.371925
173145509,-79.663878,36.372299
173145561,-79.663852,36.375394
173145592,-79.730538,36.508855
173145609,-79.730528,36.508832
173145614,-79.942813,36.438394
173145626,-79.939821,36.4391496
173145635,-79.9710968,36.4148159
173145638,-79.9701921,36.4171733
173145639,-79.9698405,36.4180957
173145646,-79.5514834,36.3973582
173145686,-79.9527916,36.3059541
173145707,-79.6996053,36.3655385
173145732,-79.979236,36.286357
173145739,-79.9786464,36.2878715
173145788,-79.94203,36.437379
173145810,-79.946226,36.444057
173145849,-79.951,36.452844
173145860,-79.952166,36.453822
173145869,-79.955265,36.458791
173145876,-79.9571278,36.461539
173145891,-79.960768,36.465372
173145916,-79.965375,36.466134
173145934,-79.967256,36.469369
173145954,-79.534575,36.278542
173145973,-79.5359315,36.2768449
173145974,-79.685853,36.315169
173146055,-79.693518,36.503747
173146101,-79.7692357,36.4447365
173146129,-79.770919,36.444588
173146134,-79.685097,36.331143
173146146,-79.68342,36.330932
