sim_time,reservation_time_trigger,RV_computation_time,Update_V2RB_computation_time,Compute_V2RB_computation_time,Solve_assignment_computation_time,N_V2RBs_at_start,N_V2RBs_after_update,N_V2RBs_after_build,N_Rqs_unassigned,N_Rqs_assigned,N_Rqs_locked,user_requests,request_batch
12840,0.0,0.032074689865112305,0.0,0.0,0.0,0.0,0.0,0.0,11,4222,425,0.03317,0.04443
12900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04064,0.0
12960,0.0,0.03297162055969238,0.0,0.0,0.0,0.0,0.0,0.0,12,4223,425,0.024599999999999997,0.03912
13020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03568999999999999,0.0
13080,0.0,0.055023908615112305,0.0,0.0,0.0020046234130859375,0.0,0.0,0.0,13,4223,425,0.04083,0.05845
13140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02356,0.0
13200,0.0,0.025632619857788086,0.0,0.0,0.002003908157348633,0.0,0.0,0.0,12,4223,425,0.05019,0.05373
13260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04398,0.0
13320,0.0,0.033150434494018555,0.0,0.0,0.0027437210083007812,0.0,0.0,0.0,10,4224,425,0.04649,0.04761
13380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02551,0.0
13440,0.0,0.03193545341491699,0.0,0.0,0.0,0.0,0.0,0.0,11,4225,425,0.039569999999999994,0.04923
13500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03541,0.0
13560,0.0,0.0035085678100585938,0.0,0.0,0.0,0.0,0.0,0.0,1,4226,425,0.00071,0.01664
13620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05595,0.0
13680,0.0,0.0343630313873291,0.0,0.0,0.0035889148712158203,0.0,0.0,0.0,11,4226,425,0.032130000000000006,0.04455
13740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02566,0.0
13800,0.0,0.0276334285736084,0.0,0.0,0.0,0.0,0.0,0.0,11,4225,426,0.04031,0.04373
13860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04243,0.0
13920,0.0,0.02611517906188965,0.0,0.0,0.0,0.0,0.0,0.0,7,4227,425,0.027209999999999998,0.03849
13980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022269999999999998,0.0
14040,0.0,0.042575836181640625,0.0,0.0,0.0,0.0,0.0,0.0,13,4226,426,0.05375,0.05775
14100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02484,0.0
14160,0.0,0.031714439392089844,0.0,0.0,0.0,0.0,0.0,0.0,11,4226,426,0.03353,0.04382
14220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028320000000000005,0.0
14280,0.0,0.04792594909667969,0.0,0.0,0.0,0.0,0.0,0.0,15,4226,426,0.048240000000000005,0.05066
14340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02064,0.0
14400,0.0,0.029603958129882812,0.0,0.0,0.0,0.0,0.0,0.0,12,4226,427,0.028180000000000004,0.04212
14460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020790000000000003,0.0
14520,0.0,0.036468505859375,0.0,0.0,0.0,0.0,0.0,0.0,13,4225,428,0.04611,0.05447
14580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06808,0.0
14640,0.0,0.03919267654418945,0.0,0.0,0.0020020008087158203,0.0,0.0,0.0,14,4225,428,0.039470000000000005,0.05273
14700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04304000000000001,0.0
14760,0.0,0.02580857276916504,0.0,0.0,0.0,0.0,0.0,0.0,9,4225,429,0.03574,0.03795
14820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08024999999999999,0.0
14880,0.0,0.06193876266479492,0.0,0.0,0.0,0.0,0.0,0.0,15,4225,429,0.09073,0.07249
14940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05225,0.0
15000,0.0,0.061359405517578125,0.0,0.0,0.0,0.0,0.0,0.0,16,4225,430,0.05923,0.0738
15060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06215000000000001,0.0
15120,0.0,0.07654476165771484,0.0,0.0,0.0,0.0,0.0,0.0,21,4226,430,0.07839,0.09153
15180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038470000000000004,0.0
15240,0.0,0.05433297157287598,0.0,0.0,0.0,0.0,0.0,0.0,18,4226,430,0.05908,0.08033
15300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02935,0.0
15360,0.0,0.049936771392822266,0.0,0.0,0.013184785842895508,0.0,0.0,0.0,18,4227,431,0.05238,0.06048
15420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04127000000000001,0.0
15480,0.0,0.09096813201904297,0.0,0.0,0.004011392593383789,0.0,0.0,0.0,26,4227,431,0.13475,0.117
15540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10373,0.0
15600,0.0,0.057753801345825195,0.0,0.0,0.0,0.0,0.0,0.0,16,4227,432,0.07697000000000001,0.07137
15660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04366,0.0
15720,0.0,0.0762171745300293,0.0,0.0,0.0,0.0,0.0,0.0,14,4227,432,0.06896000000000001,0.09688
15780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11429,0.0
15840,0.0,0.10102581977844238,0.0,0.0,0.0017409324645996094,0.0,0.0,0.0,27,4228,432,0.14983000000000002,0.11256
15900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14963,0.0
15960,0.0,0.15406322479248047,0.0,0.0,0.0017464160919189453,0.0,0.0,0.0,28,4229,432,0.13131,0.15295
16020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09354999999999998,0.0
16080,0.0,0.06601977348327637,0.0,0.0,0.0,0.0,0.0,0.0,23,4229,432,0.07906999999999999,0.08474
16140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05963,0.0
16200,0.0,0.08753609657287598,0.0,0.0,0.0020072460174560547,0.0,0.0,0.0,20,4230,432,0.06527000000000001,0.11041
16260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08313999999999999,0.0
16320,0.0,0.07724833488464355,0.0,0.0,0.0020034313201904297,0.0,0.0,0.0,17,4232,432,0.06208000000000001,0.10037
16380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0898,0.0
16440,0.0,0.09850358963012695,0.0,0.0,0.0,0.0,0.0,0.0,26,4233,432,0.1402,0.10955
16500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12054999999999999,0.0
16560,0.0,0.07488036155700684,0.0,0.0,0.0,0.0,0.0,0.0,29,4233,432,0.08196000000000002,0.08803
16620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09605000000000001,0.0
16680,0.0,0.08679890632629395,0.0,0.0,0.0,0.0,0.0,0.0,32,4233,432,0.10089000000000002,0.09976
16740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18056,0.0
16800,0.0,0.13508820533752441,0.0,0.0,0.0020051002502441406,0.0,0.0,0.0,40,4234,432,0.25094000000000005,0.14321
16860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08523,0.0
16920,0.0,0.15088462829589844,0.0,0.0,0.0,0.0,0.0,0.0,38,4236,432,0.14221,0.15319
16980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09638999999999999,0.0
17040,0.0,0.06995582580566406,0.0,0.0,0.0,0.0,0.0,0.0,23,4237,432,0.07199999999999998,0.08097
17100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09416999999999999,0.0
17160,0.0,0.11268806457519531,0.0,0.0,0.0,0.0,0.0,0.0,39,4238,432,0.11742,0.13069
17220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09257000000000001,0.0
17280,0.0,0.11216282844543457,0.0,0.0,0.0,0.0,0.0,0.0,41,4239,432,0.11472999999999997,0.11762
17340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14491999999999997,0.0
17400,0.0,0.0709691047668457,0.0,0.0,0.0,0.0,0.0,0.0,28,4239,432,0.08467999999999999,0.08415
17460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09205000000000002,0.0
17520,0.0,0.15060710906982422,0.0,0.0,0.0,0.0,0.0,0.0,51,4240,432,0.16032,0.16673
17580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14540999999999998,0.0
17640,0.0,0.14271950721740723,0.0,0.0,0.0,0.0,0.0,0.0,39,4241,432,0.13075,0.15969
17700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13909,0.0
17760,0.0,0.13968372344970703,0.0,0.0,0.0,0.0,0.0,0.0,35,4243,432,0.11608999999999998,0.15321
17820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19649999999999998,0.0
17880,0.0,0.13240456581115723,0.0,0.0,0.0,0.0,0.0,0.0,35,4243,432,0.13908000000000004,0.13758
17940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13640000000000002,0.0
18000,0.0,0.16321825981140137,0.0,0.0,0.0020051002502441406,0.0,0.0,0.0,45,4244,432,0.21535999999999997,0.17337
18060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17130000000000004,0.0
18120,0.0,0.19060420989990234,0.0,0.0,0.004411220550537109,0.0,0.0,0.0,43,4245,432,0.2075599999999999,0.22938
18180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28644,0.0
18240,0.0,0.21259450912475586,0.0,0.0,0.001066446304321289,0.0,0.0,0.0,54,4247,432,0.28002000000000005,0.23583
18300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26395,0.0
18360,0.0,0.31435704231262207,0.0,0.0,0.0032427310943603516,0.0,0.0,0.0,54,4250,432,0.23285999999999996,0.35115
18420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17036999999999997,0.0
18480,0.0,0.1586780548095703,0.0,0.0,0.002005338668823242,0.0,0.0,0.0,50,4251,432,0.15486,0.17343
18540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20913000000000004,0.0
18600,0.0,0.24784588813781738,0.0,0.0,0.001003265380859375,0.0,0.0,0.0,60,4254,432,0.26896999999999993,0.26105
18660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19035,0.0
18720,0.0,0.18967843055725098,0.0,0.0,0.0020034313201904297,0.0,0.0,0.0,54,4256,432,0.19822,0.20183
18780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20224999999999993,0.0
18840,0.0,0.1594390869140625,0.0,0.0,0.0,0.0,0.0,0.0,59,4257,432,0.20467000000000002,0.17319
18900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16678999999999997,0.0
18960,0.0,0.19806718826293945,0.0,0.0,0.0,0.0,0.0,0.0,60,4260,432,0.18644999999999995,0.21719
19020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14265000000000003,0.0
19080,0.0,0.2241361141204834,0.0,0.0,0.0,0.0,0.0,0.0,62,4262,433,0.24663999999999997,0.24118
19140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19347,0.0
19200,0.0,0.21913838386535645,0.0,0.0,0.0,0.0,0.0,0.0,72,4263,434,0.22823000000000004,0.22581
19260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2320099999999999,0.0
19320,0.0,0.21772003173828125,0.0,0.0,0.0,0.0,0.0,0.0,60,4264,434,0.20104999999999998,0.23784
19380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17427999999999993,0.0
19440,0.0,0.32312750816345215,0.0,0.0,0.0,0.0,0.0,0.0,66,4265,435,0.27323,0.33976
19500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28002000000000005,0.0
19560,0.0,0.25432920455932617,0.0,0.0,0.0,0.0,0.0,0.0,63,4267,435,0.28480000000000016,0.27394
19620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33652,0.0
19680,0.0,0.29309558868408203,0.0,0.0,0.002007007598876953,0.0,0.0,0.0,66,4266,436,0.24241000000000004,0.31535
19740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26288999999999996,0.0
19800,0.0,0.22790026664733887,0.0,0.0,0.0020034313201904297,0.0,0.0,0.0,65,4266,436,0.22856999999999994,0.2369
19860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26221,0.0
19920,0.0,0.2002880573272705,0.0,0.0,0.0,0.0,0.0,0.0,57,4266,436,0.20894,0.21757
19980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21726999999999994,0.0
20040,0.0,0.2540855407714844,0.0,0.0,0.0,0.0,0.0,0.0,70,4266,436,0.26162,0.25719
20100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24031999999999998,0.0
20160,0.0,0.15761137008666992,0.0,0.0,0.0,0.0,0.0,0.0,57,4266,436,0.18496000000000004,0.17607
20220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27538,0.0
20280,0.0,0.2554593086242676,0.0,0.0,0.0,0.0,0.0,0.0,83,4266,436,0.26570999999999995,0.26519
20340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26832000000000006,0.0
20400,0.0,0.1800086498260498,0.0,0.0,0.0017414093017578125,0.0,0.0,0.0,60,4266,436,0.19925,0.18507
20460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23438000000000003,0.0
20520,0.0,0.19782590866088867,0.0,0.0,0.0,0.0,0.0,0.0,58,4266,436,0.21229999999999993,0.21053
20580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2646,0.0
20640,0.0,0.29186248779296875,0.0,0.0,0.0,0.0,0.0,0.0,79,4266,436,0.30493,0.3086
20700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25122,0.0
20760,0.0,0.15986323356628418,0.0,0.0,0.0,0.0,0.0,0.0,59,4266,436,0.2224099999999999,0.17418
20820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2550199999999999,0.0
20880,0.0,0.4292011260986328,0.0,0.0,0.010866641998291016,0.0,0.0,0.0,89,4266,436,0.36556000000000005,0.43949
20940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40220999999999996,0.0
21000,0.0,0.22956061363220215,0.0,0.0,0.0020074844360351562,0.0,0.0,0.0,65,4266,436,0.24734999999999996,0.24627
21060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22824,0.0
21120,0.0,0.2227473258972168,0.0,0.0,0.0020046234130859375,0.0,0.0,0.0,68,4266,436,0.22903,0.2335
21180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25458,0.0
21240,0.0,0.26523733139038086,0.0,0.0,0.0020041465759277344,0.0,0.0,0.0,84,4266,436,0.3007499999999999,0.27363
21300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27726999999999996,0.0
21360,0.0,0.2395179271697998,0.0,0.0,0.0011203289031982422,0.0,0.0,0.0,64,4266,436,0.22699999999999995,0.25403
21420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28603,0.0
21480,0.0,0.3191220760345459,0.0,0.0,0.0,0.0,0.0,0.0,79,4266,436,0.30122999999999994,0.31889
21540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26832,0.0
21600,0.0,0.3061199188232422,0.0,0.0,0.0,0.0,0.0,0.0,81,4266,436,0.29357000000000016,0.32662
21660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30112,0.0
21720,0.0,0.24283266067504883,0.0,0.0,0.0,0.0,0.0,0.0,82,4266,436,0.2797199999999999,0.26123
21780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27575999999999995,0.0
21840,0.0,0.27449607849121094,0.0,0.0,0.0,0.0,0.0,0.0,79,4266,436,0.26737,0.30142
21900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29671000000000003,0.0
21960,0.0,0.22803401947021484,0.0,0.0,0.0,0.0,0.0,0.0,72,4266,436,0.23406999999999992,0.23409
22020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32174,0.0
22080,0.0,0.2230684757232666,0.0,0.0,0.002002716064453125,0.0,0.0,0.0,67,4266,435,0.26345,0.23647
22140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24709999999999996,0.0
22200,0.0,0.21819305419921875,0.0,0.0,0.002007007598876953,0.0,0.0,0.0,75,4266,435,0.28124999999999983,0.24413
22260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21009999999999995,0.0
22320,0.0,0.26162290573120117,0.0,0.0,0.0020062923431396484,0.0,0.0,0.0,85,4266,435,0.26693000000000006,0.26377
22380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22383999999999998,0.0
22440,0.0,0.19413447380065918,0.0,0.0,0.0,0.0,0.0,0.0,64,4266,435,0.24339,0.20702
22500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29607000000000006,0.0
22560,0.0,0.23595690727233887,0.0,0.0,0.0,0.0,0.0,0.0,69,4266,435,0.23207000000000003,0.2447
22620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24242999999999998,0.0
22680,0.0,0.21126604080200195,0.0,0.0,0.0,0.0,0.0,0.0,73,4266,435,0.31421999999999983,0.2239
22740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2804,0.0
22800,0.0,0.22306537628173828,0.0,0.0,0.0020046234130859375,0.0,0.0,0.0,67,4266,435,0.25486000000000003,0.22375
22860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25825000000000015,0.0
22920,0.0,0.2907881736755371,0.0,0.0,0.0,0.0,0.0,0.0,77,4266,435,0.37203000000000014,0.31186
22980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3171500000000001,0.0
23040,0.0,0.2181098461151123,0.0,0.0,0.0,0.0,0.0,0.0,73,4266,435,0.27404999999999996,0.23879
23100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23048000000000002,0.0
23160,0.0,0.28023338317871094,0.0,0.0,0.0020029544830322266,0.0,0.0,0.0,76,4266,435,0.2818500000000001,0.28119
23220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24233000000000005,0.0
23280,0.0,0.1604020595550537,0.0,0.0,0.0,0.0,0.0,0.0,58,4266,435,0.19759000000000002,0.18299
23340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2022,0.0
23400,0.0,0.21186232566833496,0.0,0.0,0.0020112991333007812,0.0,0.0,0.0,67,4266,435,0.28437000000000007,0.2114
23460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15219999999999997,0.0
23520,0.0,0.18154692649841309,0.0,0.0,0.0,0.0,0.0,0.0,63,4266,435,0.21777,0.19638
23580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20977999999999997,0.0
23640,0.0,0.23221397399902344,0.0,0.0,0.0,0.0,0.0,0.0,63,4266,435,0.22071999999999997,0.24927
23700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19541000000000008,0.0
23760,0.0,0.17991375923156738,0.0,0.0,0.0,0.0,0.0,0.0,52,4266,435,0.15725000000000003,0.18638
23820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18176,0.0
23880,0.0,0.19171929359436035,0.0,0.0,0.002003908157348633,0.0,0.0,0.0,65,4266,435,0.25327000000000005,0.20227
23940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17561000000000004,0.0
24000,0.0,0.20086669921875,0.0,0.0,0.0020024776458740234,0.0,0.0,0.0,58,4266,435,0.22385,0.20533
24060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24858999999999998,0.0
24120,0.0,0.16013717651367188,0.0,0.0,0.0,0.0,0.0,0.0,60,4266,435,0.20247,0.17571
24180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17558000000000007,0.0
24240,0.0,0.19930815696716309,0.0,0.0,0.0,0.0,0.0,0.0,59,4266,435,0.21936999999999998,0.21504
24300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20488999999999996,0.0
24360,0.0,0.15800762176513672,0.0,0.0,0.0,0.0,0.0,0.0,54,4266,435,0.22394999999999998,0.17112
24420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19421999999999998,0.0
24480,0.0,0.12486028671264648,0.0,0.0,0.0,0.0,0.0,0.0,46,4266,435,0.18979000000000007,0.14299
24540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19732000000000002,0.0
24600,0.0,0.18367981910705566,0.0,0.0,0.004494905471801758,0.0,0.0,0.0,59,4266,435,0.20020999999999997,0.2031
24660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17045000000000002,0.0
24720,0.0,0.12728619575500488,0.0,0.0,0.0,0.0,0.0,0.0,42,4266,435,0.14058999999999996,0.13446
24780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22285000000000002,0.0
24840,0.0,0.15290355682373047,0.0,0.0,0.0020089149475097656,0.0,0.0,0.0,46,4266,435,0.17669,0.17478
24900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16673000000000007,0.0
24960,0.0,0.21361422538757324,0.0,0.0,0.002002716064453125,0.0,0.0,0.0,52,4266,435,0.18134000000000003,0.21413
25020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17061999999999997,0.0
25080,0.0,0.18915796279907227,0.0,0.0,0.003972053527832031,0.0,0.0,0.0,58,4266,435,0.19303,0.20351
25140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10868000000000001,0.0
25200,0.0,0.11596488952636719,0.0,0.0,0.0,0.0,0.0,0.0,43,4266,435,0.13113,0.13224
25260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18319999999999995,0.0
25320,0.0,0.14302396774291992,0.0,0.0,0.0,0.0,0.0,0.0,41,4266,435,0.13960000000000003,0.15126
25380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11423,0.0
25440,0.0,0.1592261791229248,0.0,0.0,0.0,0.0,0.0,0.0,45,4266,435,0.17198999999999995,0.16101
25500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21787999999999993,0.0
25560,0.0,0.1024625301361084,0.0,0.0,0.0017452239990234375,0.0,0.0,0.0,36,4266,435,0.14568000000000003,0.10876
25620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20854999999999996,0.0
25680,0.0,0.09644389152526855,0.0,0.0,0.0,0.0,0.0,0.0,31,4266,435,0.10458000000000002,0.11325
25740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11955999999999999,0.0
25800,0.0,0.13444733619689941,0.0,0.0,0.0020058155059814453,0.0,0.0,0.0,35,4266,435,0.12708999999999998,0.15207
25860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16593,0.0
25920,0.0,0.1195211410522461,0.0,0.0,0.0,0.0,0.0,0.0,38,4266,435,0.13955,0.14203
25980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12033,0.0
26040,0.0,0.11952567100524902,0.0,0.0,0.0,0.0,0.0,0.0,41,4266,435,0.13723000000000002,0.14546
26100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0869,0.0
26160,0.0,0.09021902084350586,0.0,0.0,0.0,0.0,0.0,0.0,32,4266,435,0.15144,0.11058
26220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18866000000000002,0.0
26280,0.0,0.12169003486633301,0.0,0.0,0.0020034313201904297,0.0,0.0,0.0,35,4266,435,0.12427,0.13444
26340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07385000000000003,0.0
26400,0.0,0.10019326210021973,0.0,0.0,0.0020051002502441406,0.0,0.0,0.0,25,4266,435,0.1172,0.11513
26460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15391,0.0
26520,0.0,0.0796968936920166,0.0,0.0,0.0,0.0,0.0,0.0,28,4266,435,0.09823,0.09988
26580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10459,0.0
26640,0.0,0.06370091438293457,0.0,0.0,0.0,0.0,0.0,0.0,22,4266,435,0.07193,0.07466
