request_id,rq_type,number_passenger,rq_time,earliest_pickup_time,start,end,pickup_location,dropoff_location,access_time,egress_time,direct_route_travel_time,direct_route_distance,offers,decision_time,chosen_operator_id,operator_id,vehicle_id,pickup_time,dropoff_time,fare,modal_state
3142,BasicRequest,1,4140,4140,81;-1;-1,76;-1;-1,,,,,894.0160250652348,17301.191007251502,0:,,,,,,,,0
3143,BasicRequest,1,4140,4140,8;-1;-1,77;-1;-1,,,,,1285.5106582616327,24738.38479459894,0:,,,,,,,,0
3144,BasicRequest,1,4140,4140,76;-1;-1,33;-1;-1,,,,,1869.4210977097837,36973.17170279457,0:,,,,,,,,0
3146,BasicRequest,1,4140,4140,77;-1;-1,125;-1;-1,,,,,2298.859726661115,48883.679520742575,0:,,,,,,,,0
3147,BasicRequest,1,4140,4140,63;-1;-1,46;-1;-1,,,,,1973.450427701322,40850.64143576572,0:,,,,,,,,0
3148,BasicRequest,1,4140,4140,69;-1;-1,70;-1;-1,,,,,2.4030320238132634,36.70349950123823,0:,,,,,,,,0
3149,BasicRequest,1,4140,4140,70;-1;-1,66;-1;-1,,,,,879.3011061100997,18569.225326970976,0:,,,,,,,,0
3150,BasicRequest,1,4140,4140,81;-1;-1,77;-1;-1,,,,,930.574446643091,17859.578076109465,0:,,,,,,,,0
3152,BasicRequest,1,4140,4140,81;-1;-1,79;-1;-1,,,,,24.898697942379854,380.2984473171697,0:,,,,,,,,0
3153,BasicRequest,1,4140,4140,70;-1;-1,122;-1;-1,,,,,2214.525937290421,44490.36309557088,0:,,,,,,,,0
3154,BasicRequest,1,4140,4140,75;-1;-1,77;-1;-1,,,,,1221.1641156728292,21802.25168844837,0:,,,,,,,,0
3155,BasicRequest,1,4140,4140,63;-1;-1,75;-1;-1,,,,,726.4651861050675,13343.284617740917,0:,,,,,,,,0
3156,BasicRequest,1,4140,4140,76;-1;-1,79;-1;-1,,,,,891.4946287809217,17215.989466630876,0:,,,,,,,,0
3157,BasicRequest,1,4140,4140,63;-1;-1,43;-1;-1,,,,,911.3974305078012,17423.836446062644,0:,,,,,,,,0
3158,BasicRequest,1,4140,4140,63;-1;-1,155;-1;-1,,,,,1295.0484925426513,28254.671943343088,0:,,,,,,,,0
3159,BasicRequest,1,4140,4140,81;-1;-1,120;-1;-1,,,,,1115.4091972922824,21103.973757185922,0:,,,,,,,,0
3161,BasicRequest,1,4140,4140,1;-1;-1,81;-1;-1,,,,,2573.6207813652545,53396.84216304645,0:,,,,,,,,0
3163,BasicRequest,1,4140,4140,66;-1;-1,46;-1;-1,,,,,1975.2324679159942,39323.26234055988,0:,,,,,,,,0
3164,BasicRequest,1,4140,4140,2;-1;-1,70;-1;-1,,,,,2588.381495198731,54408.6656808775,0:,,,,,,,,0
3165,BasicRequest,1,4140,4140,70;-1;-1,46;-1;-1,,,,,1470.8693702612113,29105.445971200388,0:,,,,,,,,0
3166,BasicRequest,1,4140,4140,81;-1;-1,76;-1;-1,,,,,894.0160250652348,17301.191007251502,0:,,,,,,,,0
3167,BasicRequest,1,4140,4140,78;-1;-1,77;-1;-1,,,,,41.894816480183295,639.8942504914226,0:,,,,,,,,0
3168,BasicRequest,1,4140,4140,70;-1;-1,120;-1;-1,,,,,1029.0111568909817,20236.467343565455,0:,,,,,,,,0
3169,BasicRequest,1,4140,4140,75;-1;-1,76;-1;-1,,,,,1184.605694094973,21243.864619590408,0:,,,,,,,,0
3170,BasicRequest,1,4140,4140,77;-1;-1,82;-1;-1,,,,,1964.998396476076,40131.9850135896,0:,,,,,,,,0
3171,BasicRequest,1,4140,4140,149;-1;-1,63;-1;-1,,,,,714.5531982082788,13302.378015438255,0:,,,,,,,,0
3173,BasicRequest,1,4140,4140,112;-1;-1,63;-1;-1,,,,,2252.1984102302545,46392.471041063916,0:,,,,,,,,0
3174,BasicRequest,1,4140,4140,63;-1;-1,62;-1;-1,,,,,80.13406202136258,1223.953936646261,0:,,,,,,,,0
3175,BasicRequest,1,4140,4140,76;-1;-1,131;-1;-1,,,,,1930.9985893253543,36282.85370627444,0:,,,,,,,,0
3176,BasicRequest,1,4140,4140,81;-1;-1,76;-1;-1,,,,,894.0160250652348,17301.191007251502,0:,,,,,,,,0
3178,BasicRequest,1,4140,4140,75;-1;-1,63;-1;-1,,,,,726.8424533821398,13349.046933506434,0:,,,,,,,,0
3179,BasicRequest,1,4140,4140,42;-1;-1,70;-1;-1,,,,,341.8382631141619,6072.130078080986,0:,,,,,,,,0
3180,BasicRequest,1,4140,4140,91;-1;-1,76;-1;-1,,,,,984.7685545910911,18068.875249658835,0:,,,,,,,,0
3181,BasicRequest,1,4140,4140,81;-1;-1,76;-1;-1,,,,,894.0160250652348,17301.191007251502,0:,,,,,,,,0
3182,BasicRequest,1,4140,4140,79;-1;-1,83;-1;-1,,,,,1298.1131670115553,25857.711359920155,0:,,,,,,,,0
3184,BasicRequest,1,4140,4140,135;-1;-1,75;-1;-1,,,,,1175.5321362467637,22764.844632656204,0:,,,,,,,,0
3185,BasicRequest,1,4140,4140,81;-1;-1,77;-1;-1,,,,,930.574446643091,17859.578076109465,0:,,,,,,,,0
3186,BasicRequest,1,4140,4140,77;-1;-1,75;-1;-1,,,,,1220.786848395757,21796.48937268286,0:,,,,,,,,0
3187,BasicRequest,1,4140,4140,76;-1;-1,51;-1;-1,,,,,1994.2789738240167,41038.32717782828,0:,,,,,,,,0
3189,BasicRequest,1,4140,4140,140;-1;-1,83;-1;-1,,,,,952.047130915912,18751.233367606885,0:,,,,,,,,0
3191,BasicRequest,1,4140,4140,76;-1;-1,79;-1;-1,,,,,891.4946287809217,17215.989466630876,0:,,,,,,,,0
3192,BasicRequest,1,4140,4140,70;-1;-1,128;-1;-1,,,,,433.1703761663684,8462.883244225111,0:,,,,,,,,0
3194,BasicRequest,1,4140,4140,81;-1;-1,76;-1;-1,,,,,894.0160250652348,17301.191007251502,0:,,,,,,,,0
3196,BasicRequest,1,4140,4140,70;-1;-1,77;-1;-1,,,,,1009.0792351145055,19897.581353060094,0:,,,,,,,,0
3197,BasicRequest,1,4140,4140,70;-1;-1,86;-1;-1,,,,,1217.2809722559173,24209.550894837674,0:,,,,,,,,0
3200,BasicRequest,1,4140,4140,66;-1;-1,75;-1;-1,,,,,847.8058558780479,15196.6212226461,0:,,,,,,,,0
3201,BasicRequest,1,4140,4140,76;-1;-1,88;-1;-1,,,,,1894.4857951236277,40505.761524005284,0:,,,,,,,,0
3202,BasicRequest,1,4140,4140,75;-1;-1,76;-1;-1,,,,,1184.605694094973,21243.864619590408,0:,,,,,,,,0
3203,BasicRequest,1,4140,4140,63;-1;-1,67;-1;-1,,,,,177.03207432264594,2703.9575782654374,0:,,,,,,,,0
3204,BasicRequest,1,4140,4140,81;-1;-1,79;-1;-1,,,,,24.898697942379854,380.2984473171697,0:,,,,,,,,0
3205,BasicRequest,1,4140,4140,79;-1;-1,76;-1;-1,,,,,869.1173271228549,16920.892559934335,0:,,,,,,,,0
3206,BasicRequest,1,4140,4140,81;-1;-1,75;-1;-1,,,,,1461.0890056666813,28384.572760529452,0:,,,,,,,,0
3207,BasicRequest,1,4140,4140,77;-1;-1,81;-1;-1,,,,,952.9517483011577,18154.674982806006,0:,,,,,,,,0
3208,BasicRequest,1,4140,4140,70;-1;-1,65;-1;-1,,,,,911.1593573690261,19055.822799499372,0:,,,,,,,,0
3209,BasicRequest,1,4140,4140,70;-1;-1,63;-1;-1,,,,,1000.6417758830802,20422.56193187616,0:,,,,,,,,0
3210,BasicRequest,1,4140,4140,76;-1;-1,1;-1;-1,,,,,2573.189872440929,53302.29901507224,0:,,,,,,,,0
3214,BasicRequest,1,4200,4200,81;-1;-1,75;-1;-1,,,,,1461.0890056666813,28384.572760529452,0:,,,,,,,,0
3215,BasicRequest,1,4200,4200,66;-1;-1,91;-1;-1,,,,,1021.9525149355654,20015.854329040125,0:,,,,,,,,0
3217,BasicRequest,1,4200,4200,63;-1;-1,81;-1;-1,,,,,1017.5051540943253,19717.994519631044,0:,,,,,,,,0
3218,BasicRequest,1,4200,4200,63;-1;-1,43;-1;-1,,,,,911.3974305078012,17423.836446062644,0:,,,,,,,,0
3219,BasicRequest,1,4200,4200,66;-1;-1,46;-1;-1,,,,,1975.2324679159942,39323.26234055988,0:,,,,,,,,0
3220,BasicRequest,1,4200,4200,77;-1;-1,81;-1;-1,,,,,952.9517483011577,18154.674982806006,0:,,,,,,,,0
3222,BasicRequest,1,4200,4200,105;-1;-1,70;-1;-1,,,,,2477.732744559219,52718.63561733077,0:,,,,,,,,0
3223,BasicRequest,1,4200,4200,63;-1;-1,61;-1;-1,,,,,1902.6869323259498,39708.00330149324,0:,,,,,,,,0
3225,BasicRequest,1,4200,4200,76;-1;-1,33;-1;-1,,,,,1869.4210977097837,36973.17170279457,0:,,,,,,,,0
3226,BasicRequest,1,4200,4200,70;-1;-1,86;-1;-1,,,,,1217.2809722559173,24209.550894837674,0:,,,,,,,,0
3228,BasicRequest,1,4200,4200,91;-1;-1,75;-1;-1,,,,,1586.8770362809018,30535.769174843714,0:,,,,,,,,0
3229,BasicRequest,1,4200,4200,77;-1;-1,120;-1;-1,,,,,1794.4831801179566,36290.7311222875,0:,,,,,,,,0
3234,BasicRequest,1,4200,4200,77;-1;-1,81;-1;-1,,,,,952.9517483011577,18154.674982806006,0:,,,,,,,,0
3236,BasicRequest,1,4200,4200,63;-1;-1,75;-1;-1,,,,,726.4651861050675,13343.284617740917,0:,,,,,,,,0
3237,BasicRequest,1,4200,4200,154;-1;-1,62;-1;-1,,,,,1326.137122545058,30614.918208045405,0:,,,,,,,,0
3238,BasicRequest,1,4200,4200,70;-1;-1,75;-1;-1,,,,,1501.4299507934536,29541.39797158317,0:,,,,,,,,0
3240,BasicRequest,1,4200,4200,63;-1;-1,43;-1;-1,,,,,911.3974305078012,17423.836446062644,0:,,,,,,,,0
3241,BasicRequest,1,4200,4200,70;-1;-1,98;-1;-1,,,,,2067.091581644666,42238.47600239669,0:,,,,,,,,0
3242,BasicRequest,1,4200,4200,112;-1;-1,66;-1;-1,,,,,2315.645763957249,45954.95274997833,0:,,,,,,,,0
3243,BasicRequest,1,4200,4200,70;-1;-1,2;-1;-1,,,,,2588.821036629833,54418.69880298617,0:,,,,,,,,0
3247,BasicRequest,1,4200,4200,66;-1;-1,65;-1;-1,,,,,31.85825125892632,486.59747252839344,0:,,,,,,,,0
3248,BasicRequest,1,4200,4200,76;-1;-1,43;-1;-1,,,,,778.3876780057903,14949.982822033908,0:,,,,,,,,0
3249,BasicRequest,1,4200,4200,63;-1;-1,149;-1;-1,,,,,720.4278191261662,13292.76614182852,0:,,,,,,,,0
3250,BasicRequest,1,4200,4200,64;-1;-1,61;-1;-1,,,,,1943.8851487248965,38638.185763196336,0:,,,,,,,,0
3251,BasicRequest,1,4200,4200,128;-1;-1,70;-1;-1,,,,,415.651394422276,8290.815929259858,0:,,,,,,,,0
3253,BasicRequest,1,4200,4200,66;-1;-1,62;-1;-1,,,,,201.47473179434297,3077.290541551441,0:,,,,,,,,0
3254,BasicRequest,1,4200,4200,106;-1;-1,129;-1;-1,,,,,2312.620189162926,47403.32839062421,0:,,,,,,,,0
3255,BasicRequest,1,4200,4200,70;-1;-1,98;-1;-1,,,,,2067.091581644666,42238.47600239669,0:,,,,,,,,0
3256,BasicRequest,1,4200,4200,43;-1;-1,76;-1;-1,,,,,778.3876780057901,14949.982822033908,0:,,,,,,,,0
3257,BasicRequest,1,4200,4200,104;-1;-1,81;-1;-1,,,,,300.9281410277398,5659.16337488082,0:,,,,,,,,0
3259,BasicRequest,1,4200,4200,154;-1;-1,45;-1;-1,,,,,499.7913460896046,10318.895259410201,0:,,,,,,,,0
3260,BasicRequest,1,4200,4200,63;-1;-1,43;-1;-1,,,,,911.3974305078012,17423.836446062644,0:,,,,,,,,0
3261,BasicRequest,1,4200,4200,69;-1;-1,75;-1;-1,,,,,1499.0269187696404,29504.69447208193,0:,,,,,,,,0
3262,BasicRequest,1,4200,4200,69;-1;-1,70;-1;-1,,,,,2.4030320238132634,36.70349950123823,0:,,,,,,,,0
3263,BasicRequest,1,4200,4200,65;-1;-1,70;-1;-1,,,,,930.9127345542736,19332.846653992503,0:,,,,,,,,0
3264,BasicRequest,1,4200,4200,154;-1;-1,45;-1;-1,,,,,499.7913460896046,10318.895259410201,0:,,,,,,,,0
3267,BasicRequest,1,4200,4200,119;-1;-1,70;-1;-1,,,,,1026.8953798808466,20180.728913658262,0:,,,,,,,,0
3269,BasicRequest,1,4260,4260,77;-1;-1,81;-1;-1,,,,,952.9517483011577,18154.674982806006,0:,,,,,,,,0
3271,BasicRequest,1,4260,4260,75;-1;-1,70;-1;-1,,,,,1514.0849678624822,29610.28379317023,0:,,,,,,,,0
3273,BasicRequest,1,4260,4260,75;-1;-1,77;-1;-1,,,,,1221.1641156728292,21802.25168844837,0:,,,,,,,,0
3274,BasicRequest,1,4260,4260,76;-1;-1,46;-1;-1,,,,,2227.0254089431764,45042.10450863495,0:,,,,,,,,0
3278,BasicRequest,1,4260,4260,63;-1;-1,132;-1;-1,,,,,1460.01307843337,28135.72008253122,0:,,,,,,,,0
3286,BasicRequest,1,4260,4260,77;-1;-1,75;-1;-1,,,,,1220.786848395757,21796.48937268286,0:,,,,,,,,0
3287,BasicRequest,1,4260,4260,75;-1;-1,81;-1;-1,,,,,1461.4662729437532,28390.335076294963,0:,,,,,,,,0
3288,BasicRequest,1,4260,4260,152;-1;-1,70;-1;-1,,,,,1007.6922464258487,18345.201294090362,0:,,,,,,,,0
3295,BasicRequest,1,4260,4260,63;-1;-1,75;-1;-1,,,,,726.4651861050675,13343.284617740917,0:,,,,,,,,0
3296,BasicRequest,1,4260,4260,98;-1;-1,81;-1;-1,,,,,2188.825559684881,44444.79975023311,0:,,,,,,,,0
3298,BasicRequest,1,4260,4260,63;-1;-1,62;-1;-1,,,,,80.13406202136258,1223.953936646261,0:,,,,,,,,0
3301,BasicRequest,1,4260,4260,76;-1;-1,88;-1;-1,,,,,1894.4857951236277,40505.761524005284,0:,,,,,,,,0
3304,BasicRequest,1,4260,4260,75;-1;-1,76;-1;-1,,,,,1184.605694094973,21243.864619590408,0:,,,,,,,,0
3312,BasicRequest,1,4260,4260,63;-1;-1,119;-1;-1,,,,,1760.9892088017732,35845.981181370356,0:,,,,,,,,0
3314,BasicRequest,1,4260,4260,122;-1;-1,70;-1;-1,,,,,2214.525937290421,44490.363095570894,0:,,,,,,,,0
3315,BasicRequest,1,4260,4260,62;-1;-1,46;-1;-1,,,,,1893.3163656799595,39626.68749911946,0:,,,,,,,,0
3318,BasicRequest,1,4260,4260,76;-1;-1,91;-1;-1,,,,,984.7685545910911,18068.875249658835,0:,,,,,,,,0
3320,BasicRequest,1,4260,4260,77;-1;-1,82;-1;-1,,,,,1964.998396476076,40131.9850135896,0:,,,,,,,,0
3321,BasicRequest,1,4260,4260,76;-1;-1,1;-1;-1,,,,,2573.189872440929,53302.29901507224,0:,,,,,,,,0
3322,BasicRequest,1,4260,4260,67;-1;-1,63;-1;-1,,,,,177.03207432264594,2703.957578265437,0:,,,,,,,,0
3331,BasicRequest,1,4260,4260,105;-1;-1,70;-1;-1,,,,,2477.732744559219,52718.63561733077,0:,,,,,,,,0
3333,BasicRequest,1,4260,4260,75;-1;-1,66;-1;-1,,,,,848.1831231551201,15202.383538411614,0:,,,,,,,,0
3337,BasicRequest,1,4320,4320,64;-1;-1,70;-1;-1,,,,,968.1844887136047,19902.129042508677,0:,,,,,,,,0
3342,BasicRequest,1,4320,4320,65;-1;-1,162;-1;-1,,,,,638.5726380904955,11721.855127901195,0:,,,,,,,,0
3343,BasicRequest,1,4320,4320,63;-1;-1,61;-1;-1,,,,,1902.6869323259498,39708.00330149324,0:,,,,,,,,0
3345,BasicRequest,1,4320,4320,75;-1;-1,83;-1;-1,,,,,1820.4207291701819,40701.49010135117,0:,,,,,,,,0
3349,BasicRequest,1,4320,4320,76;-1;-1,78;-1;-1,,,,,5.336394902327004,81.5071816334603,0:,,,,,,,,0
3351,BasicRequest,1,4320,4320,77;-1;-1,91;-1;-1,,,,,1021.3269761689472,18627.262318516794,0:,,,,,,,,0
3352,BasicRequest,1,4320,4320,76;-1;-1,79;-1;-1,,,,,891.4946287809217,17215.989466630876,0:,,,,,,,,0
3355,BasicRequest,1,4320,4320,33;-1;-1,76;-1;-1,,,,,1851.2877348088527,37195.141916525725,0:,,,,,,,,0
3357,BasicRequest,1,4320,4320,75;-1;-1,70;-1;-1,,,,,1514.0849678624822,29610.28379317023,0:,,,,,,,,0
3360,BasicRequest,1,4320,4320,77;-1;-1,91;-1;-1,,,,,1021.3269761689472,18627.262318516794,0:,,,,,,,,0
3361,BasicRequest,1,4320,4320,75;-1;-1,76;-1;-1,,,,,1184.605694094973,21243.864619590408,0:,,,,,,,,0
3365,BasicRequest,1,4320,4320,76;-1;-1,79;-1;-1,,,,,891.4946287809217,17215.989466630876,0:,,,,,,,,0
3367,BasicRequest,1,4320,4320,77;-1;-1,81;-1;-1,,,,,952.9517483011577,18154.674982806006,0:,,,,,,,,0
3369,BasicRequest,1,4320,4320,77;-1;-1,81;-1;-1,,,,,952.9517483011577,18154.674982806006,0:,,,,,,,,0
3371,BasicRequest,1,4320,4320,77;-1;-1,91;-1;-1,,,,,1021.3269761689472,18627.262318516794,0:,,,,,,,,0
3375,BasicRequest,1,4320,4320,119;-1;-1,63;-1;-1,,,,,1760.897904938544,35885.660688511634,0:,,,,,,,,0
3381,BasicRequest,1,4320,4320,63;-1;-1,112;-1;-1,,,,,2252.1984102302545,46392.47104106391,0:,,,,,,,,0
3383,BasicRequest,1,4320,4320,63;-1;-1,39;-1;-1,,,,,1263.5544057170728,26209.81640688447,0:,,,,,,,,0
3384,BasicRequest,1,4320,4320,63;-1;-1,77;-1;-1,,,,,749.3973442837234,12873.490578817744,0:,,,,,,,,0
3385,BasicRequest,1,4320,4320,75;-1;-1,70;-1;-1,,,,,1514.0849678624822,29610.28379317023,0:,,,,,,,,0
3386,BasicRequest,1,4320,4320,77;-1;-1,79;-1;-1,,,,,928.0530503587779,17774.37653548884,0:,,,,,,,,0
3388,BasicRequest,1,4320,4320,63;-1;-1,67;-1;-1,,,,,177.03207432264594,2703.9575782654374,0:,,,,,,,,0
3390,BasicRequest,1,4320,4320,63;-1;-1,62;-1;-1,,,,,80.13406202136258,1223.953936646261,0:,,,,,,,,0
3392,BasicRequest,1,4320,4320,76;-1;-1,144;-1;-1,,,,,1247.747859596648,26992.202663315846,0:,,,,,,,,0
3394,BasicRequest,1,4320,4320,66;-1;-1,43;-1;-1,,,,,790.0567607348207,15570.499841157463,0:,,,,,,,,0
3396,BasicRequest,1,4320,4320,78;-1;-1,76;-1;-1,,,,,5.336394902327004,81.5071816334603,0:,,,,,,,,0
3397,BasicRequest,1,4320,4320,63;-1;-1,118;-1;-1,,,,,1789.1230691256817,35858.18875597721,0:,,,,,,,,0
3399,BasicRequest,1,4380,4380,66;-1;-1,59;-1;-1,,,,,1891.2105232148112,38232.83540930417,0:,,,,,,,,0
3402,BasicRequest,1,4380,4380,76;-1;-1,79;-1;-1,,,,,891.4946287809217,17215.989466630876,0:,,,,,,,,0
3403,BasicRequest,1,4380,4380,66;-1;-1,81;-1;-1,,,,,896.1644843213448,17864.657914725864,0:,,,,,,,,0
3406,BasicRequest,1,4380,4380,78;-1;-1,77;-1;-1,,,,,41.894816480183295,639.8942504914226,0:,,,,,,,,0
3407,BasicRequest,1,4380,4380,62;-1;-1,46;-1;-1,,,,,1893.3163656799595,39626.68749911946,0:,,,,,,,,0
3410,BasicRequest,1,4380,4380,2;-1;-1,70;-1;-1,,,,,2588.381495198731,54408.6656808775,0:,,,,,,,,0
3411,BasicRequest,1,4380,4380,77;-1;-1,112;-1;-1,,,,,2714.8021065844,53464.14220810852,0:,,,,,,,,0
3413,BasicRequest,1,4380,4380,76;-1;-1,75;-1;-1,,,,,1184.2284268179008,21238.102303824897,0:,,,,,,,,0
3414,BasicRequest,1,4380,4380,77;-1;-1,62;-1;-1,,,,,669.2632822623609,11649.536642171483,0:,,,,,,,,0
3418,BasicRequest,1,4380,4380,66;-1;-1,41;-1;-1,,,,,1858.8725359308037,37335.09479225681,0:,,,,,,,,0
3420,BasicRequest,1,4380,4380,77;-1;-1,81;-1;-1,,,,,952.9517483011577,18154.674982806006,0:,,,,,,,,0
3423,BasicRequest,1,4380,4380,76;-1;-1,88;-1;-1,,,,,1894.4857951236277,40505.761524005284,0:,,,,,,,,0
3431,BasicRequest,1,4380,4380,75;-1;-1,70;-1;-1,,,,,1514.0849678624822,29610.28379317023,0:,,,,,,,,0
3432,BasicRequest,1,4380,4380,77;-1;-1,24;-1;-1,,,,,1881.2140850363867,37165.16802136554,0:,,,,,,,,0
3435,BasicRequest,1,4380,4380,140;-1;-1,83;-1;-1,,,,,952.047130915912,18751.233367606885,0:,,,,,,,,0
3437,BasicRequest,1,4380,4380,66;-1;-1,63;-1;-1,,,,,121.34066977298039,1853.3366049051801,0:,,,,,,,,0
3439,BasicRequest,1,4380,4380,78;-1;-1,76;-1;-1,,,,,5.336394902327004,81.5071816334603,0:,,,,,,,,0
3440,BasicRequest,1,4380,4380,76;-1;-1,75;-1;-1,,,,,1184.2284268179008,21238.102303824897,0:,,,,,,,,0
3442,BasicRequest,1,4380,4380,63;-1;-1,122;-1;-1,,,,,2534.5569282262186,49364.213091733836,0:,,,,,,,,0
3443,BasicRequest,1,4380,4380,66;-1;-1,83;-1;-1,,,,,1689.2719432470114,34011.20998856069,0:,,,,,,,,0
3450,BasicRequest,1,4380,4380,76;-1;-1,81;-1;-1,,,,,916.3933267233016,17596.287913948043,0:,,,,,,,,0
3451,BasicRequest,1,4380,4380,66;-1;-1,46;-1;-1,,,,,1975.2324679159942,39323.26234055988,0:,,,,,,,,0
3453,BasicRequest,1,4380,4380,1;-1;-1,76;-1;-1,,,,,2580.254810041143,53457.338168499875,0:,,,,,,,,0
3456,BasicRequest,1,4380,4380,140;-1;-1,83;-1;-1,,,,,952.047130915912,18751.233367606885,0:,,,,,,,,0
3460,BasicRequest,1,4380,4380,65;-1;-1,46;-1;-1,,,,,2007.0907191749207,39809.859813088275,0:,,,,,,,,0
3461,BasicRequest,1,4440,4440,63;-1;-1,46;-1;-1,,,,,1973.450427701322,40850.64143576572,0:,,,,,,,,0
3462,BasicRequest,1,4440,4440,63;-1;-1,111;-1;-1,,,,,1029.8750232108573,20056.208725151515,0:,,,,,,,,0
3466,BasicRequest,1,4440,4440,66;-1;-1,92;-1;-1,,,,,2386.010154329028,47267.27506593613,0:,,,,,,,,0
3467,BasicRequest,1,4440,4440,77;-1;-1,75;-1;-1,,,,,1220.786848395757,21796.48937268286,0:,,,,,,,,0
3469,BasicRequest,1,4440,4440,63;-1;-1,149;-1;-1,,,,,720.4278191261662,13292.76614182852,0:,,,,,,,,0
3471,BasicRequest,1,4440,4440,78;-1;-1,77;-1;-1,,,,,41.894816480183295,639.8942504914226,0:,,,,,,,,0
3472,BasicRequest,1,4440,4440,76;-1;-1,70;-1;-1,,,,,1008.7049764995156,19310.043392902488,0:,,,,,,,,0
3474,BasicRequest,1,4440,4440,95;-1;-1,81;-1;-1,,,,,2098.062253279337,43058.49655561306,0:,,,,,,,,0
3475,BasicRequest,1,4440,4440,63;-1;-1,66;-1;-1,,,,,121.34066977298039,1853.3366049051801,0:,,,,,,,,0
3478,BasicRequest,1,4440,4440,120;-1;-1,81;-1;-1,,,,,1114.0233304609194,21081.940551763306,0:,,,,,,,,0
3482,BasicRequest,1,4440,4440,66;-1;-1,83;-1;-1,,,,,1689.2719432470114,34011.20998856069,0:,,,,,,,,0
3484,BasicRequest,1,4440,4440,77;-1;-1,78;-1;-1,,,,,41.89481648018328,639.8942504914223,0:,,,,,,,,0
3485,BasicRequest,1,4440,4440,76;-1;-1,81;-1;-1,,,,,916.3933267233016,17596.287913948043,0:,,,,,,,,0
3493,BasicRequest,1,4440,4440,105;-1;-1,70;-1;-1,,,,,2477.732744559219,52718.63561733077,0:,,,,,,,,0
3495,BasicRequest,1,4440,4440,67;-1;-1,63;-1;-1,,,,,177.03207432264594,2703.957578265437,0:,,,,,,,,0
3497,BasicRequest,1,4440,4440,77;-1;-1,82;-1;-1,,,,,1964.998396476076,40131.9850135896,0:,,,,,,,,0
3499,BasicRequest,1,4440,4440,77;-1;-1,125;-1;-1,,,,,2298.859726661115,48883.679520742575,0:,,,,,,,,0
3501,BasicRequest,1,4440,4440,63;-1;-1,119;-1;-1,,,,,1760.9892088017732,35845.981181370356,0:,,,,,,,,0
3502,BasicRequest,1,4440,4440,66;-1;-1,58;-1;-1,,,,,1909.542554809256,38512.835719668605,0:,,,,,,,,0
3507,BasicRequest,1,4440,4440,24;-1;-1,77;-1;-1,,,,,1915.0008443039264,37750.75228969453,0:,,,,,,,,0
3508,BasicRequest,1,4440,4440,157;-1;-1,66;-1;-1,,,,,2072.0783609666887,45704.89806379663,0:,,,,,,,,0
3510,BasicRequest,1,4440,4440,66;-1;-1,62;-1;-1,,,,,201.47473179434297,3077.290541551441,0:,,,,,,,,0
3511,BasicRequest,1,4440,4440,66;-1;-1,70;-1;-1,,,,,899.0544832953474,18846.24918146411,0:,,,,,,,,0
3515,BasicRequest,1,4440,4440,75;-1;-1,70;-1;-1,,,,,1514.0849678624822,29610.28379317023,0:,,,,,,,,0
3517,BasicRequest,1,4440,4440,66;-1;-1,35;-1;-1,,,,,1434.2274775586575,28488.83257897584,0:,,,,,,,,0
3518,BasicRequest,1,4440,4440,92;-1;-1,66;-1;-1,,,,,2386.0101543290284,47267.27506593613,0:,,,,,,,,0
3519,BasicRequest,1,4440,4440,75;-1;-1,81;-1;-1,,,,,1461.4662729437532,28390.335076294963,0:,,,,,,,,0
3521,BasicRequest,1,4440,4440,154;-1;-1,45;-1;-1,,,,,499.7913460896046,10318.895259410201,0:,,,,,,,,0
3525,BasicRequest,1,4440,4440,75;-1;-1,77;-1;-1,,,,,1221.1641156728292,21802.25168844837,0:,,,,,,,,0
3527,BasicRequest,1,4440,4440,63;-1;-1,131;-1;-1,,,,,1473.2353486125207,28388.036020190466,0:,,,,,,,,0
3533,BasicRequest,1,4440,4440,66;-1;-1,61;-1;-1,,,,,1904.468972540622,38180.62420628741,0:,,,,,,,,0
3538,BasicRequest,1,4500,4500,75;-1;-1,70;-1;-1,,,,,1514.0849678624822,29610.28379317023,0:,,,,,,,,0
3542,BasicRequest,1,4500,4500,76;-1;-1,79;-1;-1,,,,,891.4946287809217,17215.989466630876,0:,,,,,,,,0
3543,BasicRequest,1,4500,4500,77;-1;-1,81;-1;-1,,,,,952.9517483011577,18154.674982806006,0:,,,,,,,,0
3547,BasicRequest,1,4500,4500,65;-1;-1,46;-1;-1,,,,,2007.0907191749207,39809.859813088275,0:,,,,,,,,0
3548,BasicRequest,1,4500,4500,61;-1;-1,112;-1;-1,,,,,728.1077866910481,14843.5145436956,0:,,,,,,,,0
3550,BasicRequest,1,4500,4500,76;-1;-1,79;-1;-1,,,,,891.4946287809217,17215.989466630876,0:,,,,,,,,0
3551,BasicRequest,1,4500,4500,73;-1;-1,83;-1;-1,,,,,939.094156268456,16900.530699102717,0:,,,,,,,,0
3555,BasicRequest,1,4500,4500,66;-1;-1,43;-1;-1,,,,,790.0567607348207,15570.499841157463,0:,,,,,,,,0
3558,BasicRequest,1,4500,4500,64;-1;-1,158;-1;-1,,,,,2001.0843119504866,45744.64548427591,0:,,,,,,,,0
3560,BasicRequest,1,4500,4500,77;-1;-1,78;-1;-1,,,,,41.89481648018328,639.8942504914223,0:,,,,,,,,0
3562,BasicRequest,1,4500,4500,155;-1;-1,63;-1;-1,,,,,1364.4282175117007,29966.24450698283,0:,,,,,,,,0
