operator_id,vehicle_id,vehicle_type
0,0,rockingham_vehtype
0,1,rockingham_vehtype
0,2,rockingham_vehtype
0,3,rockingham_vehtype
0,4,rockingham_vehtype
0,5,rockingham_vehtype
0,6,rockingham_vehtype
0,7,rockingham_vehtype
0,8,rockingham_vehtype
0,9,rockingham_vehtype
0,10,rockingham_vehtype
0,11,rockingham_vehtype
0,12,rockingham_vehtype
0,13,rockingham_vehtype
0,14,rockingham_vehtype
0,15,rockingham_vehtype
