DateOfTrip,Mobility Aid,Trip Purpose,OrigX,OrigY,DestX,DestY
2024-01-03,WK,Medical,36.353,-79.667,36.519,-79.747
2024-01-03,,Other,36.488,-79.768,36.386,-79.748
2024-01-03,,Other,36.386,-79.748,36.488,-79.768
2024-01-03,,Employment,36.523,-79.745,36.497,-79.795
2024-01-03,,Dialysis,36.331,-79.706,36.331,-79.692
2024-01-03,,Dialysis,36.331,-79.692,36.331,-79.706
2024-01-03,,Medical,36.491,-79.759,36.397,-79.773
2024-01-03,,Medical,36.397,-79.773,36.491,-79.759
2024-01-03,,Other,36.454,-79.732,36.386,-79.748
2024-01-03,,Other,36.386,-79.748,36.454,-79.732
2024-01-03,,Medical,36.353,-79.667,36.331,-79.571
2024-01-03,WC,Dialysis,36.491,-79.736,36.493,-79.747
2024-01-03,WC,Dialysis,36.493,-79.747,36.491,-79.736
2024-01-03,BL,Dialysis,36.343,-79.662,36.493,-79.747
2024-01-03,BL,Dialysis,36.493,-79.747,36.343,-79.662
2024-01-03,,Dialysis,36.37,-79.859,36.331,-79.692
2024-01-03,,Dialysis,36.331,-79.692,36.37,-79.859
2024-01-03,WK,Dialysis,36.355,-79.673,36.331,-79.692
2024-01-03,WK,Dialysis,36.331,-79.692,36.355,-79.673
2024-01-03,WC,Dialysis,36.493,-79.747,36.536,-79.805
2024-01-03,WC,Dialysis,36.536,-79.805,36.493,-79.747
2024-01-03,,Dialysis,36.454,-79.901,36.324,-79.641
2024-01-03,WK,Dialysis,36.504,-79.632,36.493,-79.747
2024-01-03,WK,Dialysis,36.493,-79.747,36.504,-79.632
2024-01-03,,Dialysis,36.352,-79.689,36.331,-79.692
2024-01-03,,Dialysis,36.331,-79.692,36.352,-79.689
2024-01-03,WK,Dialysis,36.48,-79.659,36.493,-79.747
2024-01-03,WK,Dialysis,36.493,-79.747,36.48,-79.659
2024-01-03,WC,Dialysis,36.363,-79.67,36.331,-79.692
2024-01-03,WC,Dialysis,36.331,-79.692,36.363,-79.67
2024-01-03,,LEAF Center,36.33,-79.664,36.363,-79.67
2024-01-03,,LEAF Center,36.363,-79.67,36.33,-79.664
2024-01-03,,Community Support CSP,36.252,-79.66,36.389,-79.742
2024-01-03,,Community Support CSP,36.389,-79.742,36.252,-79.66
2024-01-03,,Community Support CSP,36.352,-79.655,36.389,-79.742
2024-01-03,,Community Support CSP,36.389,-79.742,36.352,-79.655
2024-01-03,,Community Support CSP,36.328,-79.664,36.389,-79.742
2024-01-03,,Community Support CSP,36.389,-79.742,36.328,-79.664
2024-01-03,,Community Support CSP,36.417,-79.805,36.389,-79.742
2024-01-03,,Community Support CSP,36.389,-79.742,36.417,-79.805
2024-01-03,WC,Dialysis,36.326,-79.666,36.331,-79.692
2024-01-03,WC,Dialysis,36.331,-79.692,36.326,-79.666
2024-01-03,,LEAF Center,36.363,-79.67,36.377,-80.007
2024-01-03,NL,Dialysis,36.488,-79.783,36.324,-79.641
2024-01-03,NL,Dialysis,36.324,-79.641,36.488,-79.783
2024-01-03,,Community Support CSP,36.325,-79.661,36.389,-79.742
2024-01-03,,Community Support CSP,36.389,-79.742,36.325,-79.661
2024-01-03,,LEAF Center,36.346,-79.667,36.363,-79.67
2024-01-03,,LEAF Center,36.363,-79.67,36.346,-79.667
2024-01-03,WC,Dialysis,36.503,-79.749,36.493,-79.747
2024-01-03,WC,Dialysis,36.493,-79.747,36.503,-79.749
2024-01-03,WK,Dialysis,36.352,-79.689,36.324,-79.641
2024-01-03,WK,Dialysis,36.324,-79.641,36.352,-79.689
2024-01-03,WC,Medical,36.328,-79.664,36.348,-79.668
2024-01-03,WC,Medical,36.348,-79.668,36.328,-79.664
2024-01-03,,Community Support CSP,36.511,-79.702,36.389,-79.742
2024-01-03,,Community Support CSP,36.389,-79.742,36.511,-79.702
2024-01-03,,LEAF Center,36.363,-79.67,36.284,-79.552
2024-01-03,,Dialysis,36.36,-79.662,36.324,-79.641
2024-01-03,,Dialysis,36.324,-79.641,36.36,-79.662
2024-01-03,,Medical,36.328,-79.664,36.353,-79.666
2024-01-03,,Medical,36.353,-79.666,36.328,-79.664
2024-01-03,,Dialysis,36.493,-79.782,36.493,-79.747
2024-01-03,,Dialysis,36.493,-79.747,36.493,-79.782
2024-01-03,,Community Support CSP,36.403,-79.658,36.389,-79.742
2024-01-03,,Community Support CSP,36.389,-79.742,36.403,-79.658
2024-01-03,WC,Dialysis,36.352,-79.689,36.331,-79.692
2024-01-03,WC,Dialysis,36.331,-79.692,36.352,-79.689
2024-01-03,,Medical,36.328,-79.664,36.348,-79.668
2024-01-03,,Medical,36.348,-79.668,36.328,-79.664
2024-01-03,,Dialysis,36.35,-79.69,36.324,-79.641
2024-01-03,,Dialysis,36.324,-79.641,36.35,-79.69
2024-01-03,WC,Dialysis,36.334,-79.628,36.331,-79.692
2024-01-03,WC,Dialysis,36.331,-79.692,36.334,-79.628
2024-01-03,,Dialysis,36.276,-79.602,36.324,-79.641
2024-01-03,,Dialysis,36.324,-79.641,36.276,-79.602
2024-01-03,,Dialysis,36.327,-79.676,36.324,-79.641
2024-01-03,,Dialysis,36.324,-79.641,36.327,-79.676
2024-01-03,,LEAF Center,36.35,-79.69,36.363,-79.67
2024-01-03,,LEAF Center,36.363,-79.67,36.35,-79.69
2024-01-03,WC,Dialysis,36.26,-79.633,36.331,-79.692
2024-01-03,WC,Dialysis,36.331,-79.692,36.26,-79.633
2024-01-03,,Dialysis,36.501,-79.763,36.493,-79.747
2024-01-03,,Dialysis,36.493,-79.747,36.501,-79.763
2024-01-03,,Medical,36.471,-79.757,36.36,-79.666
2024-01-03,,UMAR,36.328,-79.664,36.359,-79.664
2024-01-03,,UMAR,36.359,-79.664,36.328,-79.664
2024-01-03,,UMAR,36.497,-79.779,36.359,-79.664
2024-01-03,,UMAR,36.359,-79.664,36.497,-79.779
2024-01-03,,UMAR,36.522,-79.693,36.359,-79.664
2024-01-03,,UMAR,36.359,-79.664,36.522,-79.693
2024-01-03,,Employment,36.466,-79.883,36.359,-79.664
2024-01-03,,Employment,36.359,-79.664,36.466,-79.883
2024-01-03,,UMAR,36.395,-79.675,36.359,-79.664
2024-01-03,,UMAR,36.359,-79.664,36.395,-79.675
2024-01-03,,UMAR,36.446,-79.931,36.359,-79.664
2024-01-03,,UMAR,36.359,-79.664,36.446,-79.931
2024-01-03,,UMAR,36.505,-79.706,36.359,-79.664
2024-01-03,,UMAR,36.359,-79.664,36.505,-79.706
2024-01-03,,UMAR,36.488,-79.756,36.359,-79.664
2024-01-03,,UMAR,36.359,-79.664,36.488,-79.756
2024-01-03,,UMAR,36.498,-79.782,36.359,-79.664
2024-01-03,,UMAR,36.359,-79.664,36.498,-79.782
2024-01-03,,Community Support CSP,36.488,-79.756,36.359,-79.664
2024-01-03,,Community Support CSP,36.359,-79.664,36.488,-79.756
2024-01-03,,LEAF Center,36.455,-79.733,36.363,-79.67
2024-01-03,,LEAF Center,36.363,-79.67,36.455,-79.733
2024-01-03,,Community Support CSP,36.517,-79.697,36.363,-79.67
2024-01-03,,Community Support CSP,36.363,-79.67,36.517,-79.697
2024-01-04,,Medical,36.53,-79.749,36.494,-79.743
2024-01-04,,Medical,36.494,-79.743,36.53,-79.749
2024-01-04,,Employment,36.523,-79.745,36.497,-79.795
2024-01-04,CA,Medical,36.489,-79.783,36.492,-79.755
2024-01-04,CA,Medical,36.492,-79.755,36.489,-79.783
2024-01-04,,Employment,36.357,-79.681,36.35,-79.69
2024-01-04,,Employment,36.35,-79.69,36.357,-79.681
2024-01-04,,Employment,36.461,-79.925,36.346,-79.667
2024-01-04,,Employment,36.346,-79.667,36.461,-79.925
2024-01-04,,Employment,36.49,-79.909,36.362,-79.905
2024-01-04,,Employment,36.362,-79.905,36.49,-79.909
2024-01-04,WK,Medical,36.374,-79.664,36.496,-79.74
2024-01-04,WK,Medical,36.496,-79.74,36.374,-79.664
2024-01-04,,Medical,36.338,-79.946,36.353,-79.667
2024-01-04,,Medical,36.353,-79.667,36.338,-79.946
2024-01-04,,Medical,36.354,-79.669,36.503,-79.766
2024-01-04,WC,Dialysis,36.522,-79.77,36.493,-79.747
2024-01-04,WC,Dialysis,36.493,-79.747,36.522,-79.77
2024-01-04,,Dialysis,36.359,-79.68,36.331,-79.692
2024-01-04,,Dialysis,36.331,-79.692,36.359,-79.68
2024-01-04,,Dialysis,36.497,-79.766,36.324,-79.641
2024-01-04,,Dialysis,36.324,-79.641,36.497,-79.766
2024-01-04,,Dialysis,36.489,-79.783,36.493,-79.747
2024-01-04,,Dialysis,36.493,-79.747,36.489,-79.783
2024-01-04,,Dialysis,36.398,-79.742,36.331,-79.692
2024-01-04,,Dialysis,36.331,-79.692,36.398,-79.742
2024-01-04,WK,Dialysis,36.465,-79.898,36.493,-79.747
2024-01-04,WK,Dialysis,36.493,-79.747,36.465,-79.898
2024-01-04,,Medical,36.328,-79.664,36.353,-79.667
2024-01-04,,Medical,36.353,-79.667,36.328,-79.664
2024-01-04,,Medical,36.458,-79.593,36.353,-79.666
2024-01-04,,Medical,36.353,-79.666,36.458,-79.593
2024-01-04,,Community Support CSP,36.352,-79.655,36.389,-79.742
2024-01-04,,Community Support CSP,36.389,-79.742,36.352,-79.655
2024-01-04,WC,Medical,36.53,-79.733,36.476,-79.737
2024-01-04,WC,Medical,36.476,-79.737,36.53,-79.733
2024-01-04,,Community Support CSP,36.328,-79.664,36.389,-79.742
2024-01-04,,Community Support CSP,36.389,-79.742,36.328,-79.664
2024-01-04,,Community Support CSP,36.417,-79.805,36.389,-79.742
2024-01-04,,Community Support CSP,36.389,-79.742,36.417,-79.805
2024-01-04,,Medical,36.357,-79.681,36.356,-79.68
2024-01-04,,Medical,36.356,-79.68,36.357,-79.681
2024-01-04,,LEAF Center,36.363,-79.67,36.377,-80.007
2024-01-04,,Medical,36.488,-79.768,36.353,-79.667
2024-01-04,,Medical,36.353,-79.667,36.488,-79.768
2024-01-04,,Community Support CSP,36.325,-79.661,36.389,-79.742
2024-01-04,,Community Support CSP,36.389,-79.742,36.325,-79.661
2024-01-04,WC,Medical,36.531,-79.914,36.388,-79.966
2024-01-04,WC,Medical,36.388,-79.966,36.531,-79.914
2024-01-04,,Dialysis,36.403,-79.97,36.324,-79.641
2024-01-04,,Dialysis,36.324,-79.641,36.403,-79.97
2024-01-04,,Community Support CSP,36.328,-79.664,36.389,-79.742
2024-01-04,,Community Support CSP,36.389,-79.742,36.328,-79.664
2024-01-04,WC,Dialysis,36.35,-79.69,36.331,-79.692
2024-01-04,WC,Dialysis,36.331,-79.692,36.35,-79.69
2024-01-04,,Medical,36.256,-79.723,36.495,-79.742
2024-01-04,,Medical,36.495,-79.742,36.256,-79.723
2024-01-04,WC,Dialysis,36.325,-79.661,36.331,-79.692
2024-01-04,WC,Dialysis,36.331,-79.692,36.325,-79.661
2024-01-04,,LEAF Center,36.284,-79.552,36.363,-79.67
2024-01-04,,LEAF Center,36.363,-79.67,36.284,-79.552
2024-01-04,,Dialysis,36.362,-79.678,36.324,-79.641
2024-01-04,,Dialysis,36.324,-79.641,36.362,-79.678
2024-01-04,,Dialysis,36.353,-79.656,36.324,-79.641
2024-01-04,,Dialysis,36.324,-79.641,36.353,-79.656
2024-01-04,,Dialysis,36.405,-79.828,36.324,-79.641
2024-01-04,,Dialysis,36.324,-79.641,36.405,-79.828
2024-01-04,,LEAF Center,36.364,-79.928,36.363,-79.67
2024-01-04,,LEAF Center,36.363,-79.67,36.364,-79.928
2024-01-04,WC,Medical,36.388,-79.973,36.353,-79.667
2024-01-04,WC,Medical,36.353,-79.667,36.388,-79.973
2024-01-04,WK,Medical,36.498,-79.764,36.389,-79.961
2024-01-04,BL,Dialysis,36.492,-79.766,36.493,-79.747
2024-01-04,BL,Dialysis,36.493,-79.747,36.492,-79.766
2024-01-04,,LEAF Center,36.35,-79.69,36.363,-79.67
2024-01-04,,LEAF Center,36.363,-79.67,36.35,-79.69
2024-01-04,,Dialysis,36.334,-79.661,36.324,-79.641
2024-01-04,,Dialysis,36.324,-79.641,36.334,-79.661
2024-01-04,,Dialysis,36.499,-79.851,36.324,-79.641
2024-01-04,,Dialysis,36.324,-79.641,36.499,-79.851
2024-01-04,WK,Medical,36.389,-79.961,36.498,-79.764
2024-01-04,,UMAR,36.497,-79.779,36.359,-79.664
2024-01-04,,UMAR,36.359,-79.664,36.497,-79.779
2024-01-04,,UMAR,36.359,-79.664,36.522,-79.693
2024-01-04,,UMAR,36.522,-79.693,36.359,-79.664
2024-01-04,,UMAR,36.359,-79.664,36.328,-79.664
2024-01-04,,UMAR,36.328,-79.664,36.359,-79.664
2024-01-04,,Employment,36.466,-79.883,36.359,-79.664
2024-01-04,,Employment,36.359,-79.664,36.466,-79.883
2024-01-04,,UMAR,36.395,-79.675,36.359,-79.664
2024-01-04,,UMAR,36.359,-79.664,36.395,-79.675
2024-01-04,,UMAR,36.459,-79.907,36.359,-79.664
2024-01-04,,UMAR,36.359,-79.664,36.459,-79.907
2024-01-04,,UMAR,36.505,-79.706,36.359,-79.664
2024-01-04,,UMAR,36.359,-79.664,36.505,-79.706
2024-01-04,,Community Support CSP,36.37,-79.662,36.359,-79.664
2024-01-04,,Community Support CSP,36.359,-79.664,36.37,-79.662
2024-01-04,,UMAR,36.418,-79.761,36.359,-79.664
2024-01-04,,UMAR,36.359,-79.664,36.418,-79.761
2024-01-04,,UMAR,36.498,-79.782,36.359,-79.664
2024-01-04,,UMAR,36.359,-79.664,36.498,-79.782
2024-01-04,,Community Support CSP,36.488,-79.756,36.359,-79.664
2024-01-04,,Community Support CSP,36.359,-79.664,36.488,-79.756
2024-01-04,,LEAF Center,36.455,-79.733,36.363,-79.67
2024-01-04,,LEAF Center,36.363,-79.67,36.455,-79.733
2024-01-04,WK,LEAF Center,36.381,-79.714,36.363,-79.67
2024-01-04,WK,LEAF Center,36.363,-79.67,36.381,-79.714
2024-01-04,WK,Medical,36.385,-79.993,36.353,-79.666
2024-01-04,WK,Medical,36.353,-79.666,36.385,-79.993
2024-01-04,,Medical,36.356,-79.679,36.324,-79.641
2024-01-04,,Medical,36.506,-79.762,36.491,-79.746
2024-01-04,,Medical,36.506,-79.762,36.506,-79.762
2024-01-04,,Medical,36.328,-79.667,36.35,-79.665
2024-01-04,,Medical,36.328,-79.667,36.328,-79.667
2024-01-04,,Medical,36.347,-79.492,36.495,-79.742
2024-01-04,,Medical,36.347,-79.492,36.347,-79.492
2024-01-04,,Medical,36.503,-79.766,36.354,-79.669
2024-01-04,,Medical,36.503,-79.766,36.503,-79.766
2024-01-04,,Medical,36.524,-79.805,36.496,-79.738
2024-01-04,,Medical,36.524,-79.805,36.524,-79.805
2024-01-05,NL,LEAF Center,36.37,-79.672,36.363,-79.67
2024-01-05,NL,LEAF Center,36.363,-79.67,36.37,-79.672
2024-01-05,BL,Dialysis,36.369,-79.659,36.331,-79.692
2024-01-05,BL,Dialysis,36.331,-79.692,36.369,-79.659
2024-01-05,,Employment,36.523,-79.745,36.497,-79.795
2024-01-05,WC,Other,36.49,-79.729,36.511,-79.714
2024-01-05,WC,Other,36.511,-79.714,36.49,-79.729
2024-01-05,CA,Medical,36.489,-79.783,36.509,-79.74
2024-01-05,CA,Medical,36.509,-79.74,36.489,-79.783
2024-01-05,WK,Dialysis,36.334,-79.661,36.331,-79.692
2024-01-05,WK,Dialysis,36.331,-79.692,36.334,-79.661
2024-01-05,WK,Medical,36.336,-79.663,36.338,-79.66
2024-01-05,WK,Medical,36.338,-79.66,36.336,-79.663
2024-01-05,,Employment,36.346,-79.667,36.461,-79.925
2024-01-05,,Employment,36.461,-79.925,36.346,-79.667
2024-01-05,,Employment,36.49,-79.909,36.362,-79.905
2024-01-05,,Employment,36.362,-79.905,36.49,-79.909
2024-01-05,BL,Other,36.526,-79.528,36.511,-79.714
2024-01-05,BL,Other,36.511,-79.714,36.526,-79.528
2024-01-05,,Other,36.27,-79.791,36.388,-79.669
2024-01-05,,Other,36.388,-79.669,36.27,-79.791
2024-01-05,WC,Medical,36.486,-79.735,36.354,-79.669
2024-01-05,WC,Medical,36.354,-79.669,36.486,-79.735
2024-01-05,,Dialysis,36.331,-79.706,36.331,-79.692
2024-01-05,,Dialysis,36.331,-79.692,36.331,-79.706
2024-01-05,,Other,36.503,-79.766,36.386,-79.748
2024-01-05,,Other,36.386,-79.748,36.503,-79.766
2024-01-05,WC,Dialysis,36.491,-79.736,36.493,-79.747
2024-01-05,WC,Dialysis,36.493,-79.747,36.491,-79.736
2024-01-05,BL,Dialysis,36.343,-79.662,36.493,-79.747
2024-01-05,BL,Dialysis,36.493,-79.747,36.343,-79.662
2024-01-05,,Dialysis,36.37,-79.859,36.331,-79.692
2024-01-05,,Dialysis,36.331,-79.692,36.37,-79.859
2024-01-05,WK,Dialysis,36.331,-79.692,36.355,-79.673
2024-01-05,WK,Dialysis,36.355,-79.673,36.331,-79.692
2024-01-05,WC,Dialysis,36.493,-79.747,36.536,-79.805
2024-01-05,WC,Dialysis,36.536,-79.805,36.493,-79.747
2024-01-05,,Dialysis,36.454,-79.901,36.324,-79.641
2024-01-05,WK,Dialysis,36.504,-79.632,36.493,-79.747
2024-01-05,WK,Dialysis,36.493,-79.747,36.504,-79.632
2024-01-05,,Dialysis,36.352,-79.689,36.331,-79.692
2024-01-05,,Dialysis,36.331,-79.692,36.352,-79.689
2024-01-05,WC,Dialysis,36.363,-79.67,36.331,-79.692
2024-01-05,WC,Dialysis,36.331,-79.692,36.363,-79.67
2024-01-05,,LEAF Center,36.363,-79.67,36.33,-79.664
2024-01-05,,LEAF Center,36.33,-79.664,36.363,-79.67
2024-01-05,,Community Support CSP,36.352,-79.655,36.389,-79.742
2024-01-05,,Community Support CSP,36.389,-79.742,36.352,-79.655
2024-01-05,,Community Support CSP,36.328,-79.664,36.389,-79.742
2024-01-05,,Community Support CSP,36.389,-79.742,36.328,-79.664
2024-01-05,,Community Support CSP,36.417,-79.805,36.389,-79.742
2024-01-05,,Community Support CSP,36.389,-79.742,36.417,-79.805
2024-01-05,WK,LEAF Center,36.356,-79.608,36.363,-79.67
2024-01-05,WK,LEAF Center,36.363,-79.67,36.356,-79.608
2024-01-05,WK,Medical,36.485,-79.735,36.353,-79.666
2024-01-05,WK,Medical,36.353,-79.666,36.485,-79.735
2024-01-05,,Medical,36.417,-79.659,36.353,-79.666
2024-01-05,WC,Dialysis,36.326,-79.666,36.331,-79.692
2024-01-05,WC,Dialysis,36.331,-79.692,36.326,-79.666
2024-01-05,,LEAF Center,36.363,-79.67,36.377,-80.007
2024-01-05,,Medical,36.488,-79.768,36.353,-79.667
2024-01-05,,Medical,36.353,-79.667,36.488,-79.768
2024-01-05,NL,Dialysis,36.488,-79.783,36.324,-79.641
2024-01-05,NL,Dialysis,36.324,-79.641,36.488,-79.783
2024-01-05,,Medical,36.351,-79.695,36.353,-79.667
2024-01-05,,Medical,36.353,-79.667,36.351,-79.695
2024-01-05,NL,Medical,36.525,-79.738,36.495,-79.739
2024-01-05,NL,Medical,36.495,-79.739,36.525,-79.738
2024-01-05,WC,Medical,36.35,-79.681,36.355,-79.67
2024-01-05,WC,Medical,36.355,-79.67,36.35,-79.681
2024-01-05,,Community Support CSP,36.328,-79.664,36.389,-79.742
2024-01-05,,Community Support CSP,36.389,-79.742,36.328,-79.664
2024-01-05,WC,Dialysis,36.503,-79.749,36.493,-79.747
2024-01-05,WC,Dialysis,36.493,-79.747,36.503,-79.749
2024-01-05,NL,Medical,36.507,-79.779,36.496,-79.743
2024-01-05,NL,Medical,36.496,-79.743,36.507,-79.779
2024-01-05,WK,Dialysis,36.352,-79.689,36.324,-79.641
2024-01-05,WK,Dialysis,36.324,-79.641,36.352,-79.689
2024-01-05,,Dialysis,36.358,-79.674,36.324,-79.641
2024-01-05,,LEAF Center,36.284,-79.552,36.363,-79.67
2024-01-05,,LEAF Center,36.363,-79.67,36.284,-79.552
2024-01-05,,Dialysis,36.36,-79.662,36.324,-79.641
2024-01-05,,Dialysis,36.324,-79.641,36.36,-79.662
2024-01-05,,Dialysis,36.493,-79.782,36.493,-79.747
2024-01-05,,Dialysis,36.493,-79.747,36.493,-79.782
2024-01-05,,Community Support CSP,36.403,-79.658,36.389,-79.742
2024-01-05,,Community Support CSP,36.389,-79.742,36.403,-79.658
2024-01-05,WC,Dialysis,36.352,-79.689,36.331,-79.692
2024-01-05,WC,Dialysis,36.331,-79.692,36.352,-79.689
2024-01-05,,Dialysis,36.35,-79.69,36.324,-79.641
2024-01-05,,Dialysis,36.324,-79.641,36.35,-79.69
2024-01-05,WC,Dialysis,36.334,-79.628,36.331,-79.692
2024-01-05,WC,Dialysis,36.331,-79.692,36.334,-79.628
2024-01-05,,LEAF Center,36.364,-79.928,36.363,-79.67
2024-01-05,,LEAF Center,36.363,-79.67,36.364,-79.928
2024-01-05,,Dialysis,36.276,-79.602,36.324,-79.641
2024-01-05,,Dialysis,36.324,-79.641,36.276,-79.602
2024-01-05,,Dialysis,36.327,-79.676,36.324,-79.641
2024-01-05,,Dialysis,36.324,-79.641,36.327,-79.676
2024-01-05,,Dialysis,42.342,-71.05,36.324,-79.641
2024-01-05,,Dialysis,36.324,-79.641,42.342,-71.05
2024-01-05,WC,Dialysis,36.26,-79.633,36.331,-79.692
2024-01-05,WC,Dialysis,36.331,-79.692,36.26,-79.633
2024-01-05,,Dialysis,36.499,-79.851,36.324,-79.641
2024-01-05,,Dialysis,36.324,-79.641,36.499,-79.851
2024-01-05,,Dialysis,36.501,-79.763,36.493,-79.747
2024-01-05,,Dialysis,36.493,-79.747,36.501,-79.763
2024-01-05,,Medical,36.353,-79.666,36.417,-79.659
2024-01-05,,UMAR,36.328,-79.664,36.359,-79.664
2024-01-05,,UMAR,36.497,-79.779,36.359,-79.664
2024-01-05,,UMAR,36.359,-79.664,36.497,-79.779
2024-01-05,,UMAR,36.359,-79.664,36.522,-79.693
2024-01-05,,UMAR,36.522,-79.693,36.359,-79.664
2024-01-05,,Employment,36.466,-79.883,36.359,-79.664
2024-01-05,,Employment,36.359,-79.664,36.466,-79.883
2024-01-05,,UMAR,36.395,-79.675,36.359,-79.664
2024-01-05,,UMAR,36.359,-79.664,36.395,-79.675
2024-01-05,,UMAR,36.446,-79.931,36.359,-79.664
2024-01-05,,UMAR,36.359,-79.664,36.446,-79.931
2024-01-05,,UMAR,36.359,-79.664,36.328,-79.664
2024-01-05,,UMAR,36.505,-79.706,36.359,-79.664
2024-01-05,,UMAR,36.359,-79.664,36.505,-79.706
2024-01-05,,Community Support CSP,36.37,-79.662,36.359,-79.664
2024-01-05,,Community Support CSP,36.359,-79.664,36.37,-79.662
2024-01-05,,UMAR,36.418,-79.761,36.359,-79.664
2024-01-05,,UMAR,36.359,-79.664,36.418,-79.761
2024-01-05,,UMAR,36.522,-79.77,36.359,-79.664
2024-01-05,,UMAR,36.359,-79.664,36.522,-79.77
2024-01-05,,Community Support CSP,36.488,-79.756,36.359,-79.664
2024-01-05,,Community Support CSP,36.359,-79.664,36.488,-79.756
2024-01-06,WC,Dialysis,36.522,-79.77,36.493,-79.747
2024-01-06,WC,Dialysis,36.493,-79.747,36.522,-79.77
2024-01-06,,Dialysis,36.359,-79.68,36.331,-79.692
2024-01-06,,Dialysis,36.331,-79.692,36.359,-79.68
2024-01-06,,Dialysis,36.497,-79.766,36.324,-79.641
2024-01-06,,Dialysis,36.324,-79.641,36.497,-79.766
2024-01-06,,Dialysis,36.489,-79.783,36.493,-79.747
2024-01-06,,Dialysis,36.493,-79.747,36.489,-79.783
2024-01-06,WK,Dialysis,36.465,-79.898,36.493,-79.747
2024-01-06,WK,Dialysis,36.493,-79.747,36.465,-79.898
2024-01-06,,Dialysis,36.403,-79.97,36.324,-79.641
2024-01-06,,Dialysis,36.324,-79.641,36.403,-79.97
2024-01-06,WC,Dialysis,36.35,-79.69,36.331,-79.692
2024-01-06,WC,Dialysis,36.331,-79.692,36.35,-79.69
2024-01-06,WC,Dialysis,36.331,-79.692,36.325,-79.661
2024-01-06,WC,Dialysis,36.325,-79.661,36.331,-79.692
2024-01-06,,Dialysis,36.362,-79.678,36.324,-79.641
2024-01-06,,Dialysis,36.324,-79.641,36.362,-79.678
2024-01-06,WC,Dialysis,36.352,-79.657,36.324,-79.641
2024-01-06,,Dialysis,36.324,-79.641,36.353,-79.656
2024-01-06,,Dialysis,36.353,-79.656,36.324,-79.641
2024-01-06,,Dialysis,36.405,-79.828,36.324,-79.641
2024-01-06,,Dialysis,36.324,-79.641,36.405,-79.828
2024-01-06,WC,Dialysis,36.404,-79.968,36.493,-79.747
2024-01-06,WC,Dialysis,36.493,-79.747,36.404,-79.968
2024-01-06,WK,Dialysis,36.316,-79.95,36.324,-79.641
2024-01-06,WK,Dialysis,36.324,-79.641,36.316,-79.95
2024-01-06,,Dialysis,42.342,-71.05,36.324,-79.641
2024-01-06,,Dialysis,36.324,-79.641,42.342,-71.05
2024-01-06,BL,Dialysis,36.492,-79.766,36.493,-79.747
2024-01-06,BL,Dialysis,36.493,-79.747,36.492,-79.766
2024-01-06,,Dialysis,36.334,-79.661,36.324,-79.641
2024-01-06,,Dialysis,36.324,-79.641,36.334,-79.661
2024-01-08,BL,Dialysis,36.369,-79.659,36.331,-79.692
2024-01-08,BL,Dialysis,36.331,-79.692,36.369,-79.659
2024-01-08,,Employment,36.523,-79.745,36.497,-79.795
2024-01-08,,Medical,36.511,-79.73,36.485,-79.739
2024-01-08,,Medical,36.485,-79.739,36.511,-79.73
2024-01-08,WK,Dialysis,36.334,-79.661,36.331,-79.692
2024-01-08,WK,Dialysis,36.331,-79.692,36.334,-79.661
2024-01-08,,Medical,36.498,-79.772,36.496,-79.743
2024-01-08,,Medical,36.496,-79.743,36.498,-79.772
2024-01-08,,Employment,36.346,-79.667,36.461,-79.925
2024-01-08,,Employment,36.461,-79.925,36.346,-79.667
2024-01-08,,Employment,36.49,-79.909,36.362,-79.905
2024-01-08,,Employment,36.362,-79.905,36.49,-79.909
2024-01-08,,Medical,36.26,-79.645,36.358,-79.686
2024-01-08,,Medical,36.358,-79.686,36.26,-79.645
2024-01-08,WC,Medical,36.409,-79.972,36.491,-79.746
2024-01-08,WC,Medical,36.491,-79.746,36.409,-79.972
2024-01-08,,Dialysis,36.331,-79.706,36.331,-79.692
2024-01-08,,Dialysis,36.331,-79.692,36.331,-79.706
2024-01-08,,Other,36.52,-79.685,36.386,-79.748
2024-01-08,,Other,36.386,-79.748,36.52,-79.685
2024-01-08,,Medical,36.409,-79.972,36.34,-79.684
2024-01-08,,Medical,36.34,-79.684,36.409,-79.972
2024-01-08,,Other,36.425,-79.663,36.386,-79.748
2024-01-08,,Other,36.386,-79.748,36.425,-79.663
2024-01-08,WC,Dialysis,36.491,-79.736,36.493,-79.747
2024-01-08,WC,Dialysis,36.493,-79.747,36.491,-79.736
2024-01-08,BL,Dialysis,36.343,-79.662,36.493,-79.747
2024-01-08,BL,Dialysis,36.493,-79.747,36.343,-79.662
2024-01-08,,Dialysis,36.37,-79.859,36.331,-79.692
2024-01-08,,Dialysis,36.331,-79.692,36.37,-79.859
2024-01-08,WK,Dialysis,36.355,-79.673,36.331,-79.692
2024-01-08,WK,Dialysis,36.331,-79.692,36.355,-79.673
2024-01-08,WC,Dialysis,36.493,-79.747,36.536,-79.805
2024-01-08,WC,Dialysis,36.536,-79.805,36.493,-79.747
2024-01-08,,Dialysis,36.454,-79.901,36.324,-79.641
2024-01-08,WK,Dialysis,36.504,-79.632,36.493,-79.747
2024-01-08,WK,Dialysis,36.493,-79.747,36.504,-79.632
2024-01-08,,Dialysis,36.352,-79.689,36.331,-79.692
2024-01-08,,Dialysis,36.331,-79.692,36.352,-79.689
2024-01-08,WK,Dialysis,36.48,-79.659,36.493,-79.747
